id,name,lat,lon,surveyed_ahd_m,elvis_ahd_m,difference_m,abs_difference_m,dem_resolution,relief_within_ring_m,reading,source,dataset
palmers_rd,Palmers Road,-28.434,153.295,151.0,44.35,106.65,106.65,1m,61.9,"coordinate: ground rises 62 m within the ring, 58% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5286854_56_0001_0001.tif
corsis_al,Corsis AL,-17.5967,145.9014,140.8,45.37,95.43,95.43,1m,14.5,mark is 95 m above the modelled ground and the ring explains only 15% of it,QLD Government,CassowaryCoast_2009_Prj_SW_382000_8054000_2K_DEM_1m.tif
tarana_fish_river,Tarana (Fish River),-33.5728,149.9128,953.8,866.26,87.54,87.54,5m,49.2,"coordinate: ground rises 49 m within the ring, 56% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Oberon201311-PHO3-AHD_7706280_55_0002_0002_5m.tif
jeogla_at_east_kund,Jeogla (at East Kunderang Rd),-30.8108,152.071,730.2,817.69,-87.49,87.49,2m,-0.8,modelled ground is above the mark — unusual; check both,NSW Government,Carrai201805-LID2-AHD_4106590_56_0002_0002_2m.tif
budds_mare_at_the_c,Budds Mare (at the campground),-30.9847,151.9721,870.3,947.45,-77.15,77.15,2m,17.5,modelled ground is above the mark — unusual; check both,NSW Government,Armidale201505-LID2-AHD_4006570_56_0002_0002_2m.tif
main_camp_rd_al,Main Camp Ck AL,-27.8336,152.3144,596.3,521.56,74.74,74.74,1m,53.2,"coordinate: ground rises 53 m within the ring, 71% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Lockyer_Valley_2022_LGA_SW_432000_6921000_1k_DEM_1m.tif
couchy_ck,Couchy Creek,-28.2662,153.279,151.6,83.22,68.38,68.38,1m,49.1,"coordinate: ground rises 49 m within the ring, 72% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5276873_56_0001_0001.tif
meunga_ck_al,Meunga Creek AL,-18.2817,145.8786,175.0,108.28,66.72,66.72,1m,49.5,"coordinate: ground rises 50 m within the ring, 74% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,CassowaryCoast_2009_Prj_SW_380000_7978000_2K_DEM_1m.tif
spring_bluff_al,Spring Bluff AL,-27.4692,151.9836,467.9,404.76,63.14,63.14,1m,45.3,"coordinate: ground rises 45 m within the ring, 72% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Toowoomba_2015_Prj_SW_399000_6961000_1K_DEM_1m.tif
bald_knob_al,Bald Knob AL,-26.7789,152.9153,423.5,476.43,-52.93,52.93,1m,0.5,modelled ground is above the mark — unusual; check both,QLD Government,SunshineCoast_2014_LGA_SW_491000_7038000_1K_DEM_1m.tif
upper_spence_ck_t,Upper Spence Ck T,-16.3165,145.0995,727.1,778.26,-51.16,51.16,1 Second,1.2,modelled ground is above the mark — unusual; check both,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bellbird_ck_al,Bellbird Ck AL,-26.6274,152.7046,151.0,105.32,45.68,45.68,1m,0.5,mark is 46 m above the modelled ground and the ring explains only 1% of it,QLD Government,SunshineCoast_2008_LGA_SW_470000_7054000_1K_DEM_1m.tif
nundle_pearly_gates,Nundle (Pearly Gates),-31.5,151.093,666.7,621.2,45.5,45.5,5m,36.0,"coordinate: ground rises 36 m within the ring, 79% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Ellerston201304-PHO3-AHD_3186512_56_0002_0002_5m.tif
mt_gayndah_al,Mt Gayndah AL,-25.605,151.5403,319.1,363.85,-44.75,44.75,1m,0.0,modelled ground is above the mark — unusual; check both,QLD Government,BurnettRivPhilpott_2014_Prj_SW_353000_7167000_1K_DEM_1m.tif
wattamolla_griffith,Wattamolla (Griffiths),-34.7208,150.6491,192.5,148.48,44.02,44.02,1m,19.8,"coordinate: ground rises 20 m within the ring, 45% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Kiama201610-LID1-AHD_2846154_56_0002_0002_1m.tif
clarrie_hall_dam_d_s,Clarie Hall Dam D/S,-28.43,153.315,73.5,29.84,43.66,43.66,1m,39.3,"coordinate: ground rises 39 m within the ring, 90% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5306855_56_0001_0001.tif
forbesdale_gloucest,Forbesdale (Gloucester River),-32.059,151.897,182.2,138.7,43.5,43.5,2m,12.8,mark is 44 m above the modelled ground and the ring explains only 29% of it,NSW Government,Dungog201803-LID2-AHD_3946452_56_0002_0002_2m.tif
koree_island_hastin,Koree Island (Hastin,-31.4628,152.6789,48.7,10.81,37.89,37.89,1m,26.3,"coordinate: ground rises 26 m within the ring, 70% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Kempsey201205-LID1-AHD_4686518_56_0002_0002_1m.tif
ban_ban_al,Ban Ban AL,-25.7108,151.8083,178.0,140.22,37.78,37.78,1 Second,34.4,"coordinate: ground rises 34 m within the ring, 91% of the difference — the mark is likely uphill of the point, so check the position before the height",Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mullumbimby_ck_m,Mullumbimby Creek (Mullumbimby Ck),-28.5542,153.4367,87.0,51.92,35.08,35.08,1m,39.8,"coordinate: ground rises 40 m within the ring, 114% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5426841_56_0001_0001.tif
upper_rous_river_ho,Hopkins Creek,-28.2722,153.2134,218.2,183.74,34.46,34.46,2m,40.4,"coordinate: ground rises 40 m within the ring, 117% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Murwillumbah201709-LID2-AHD_5206872_56_0002_0002_2m.tif
fossickers_flat_sho,Fossickers Flat (Shoalhaven River),-34.8217,150.1817,272.4,238.88,33.52,33.52,2m,91.3,"coordinate: ground rises 91 m within the ring, 272% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,MossVale201805-LID2-AHD_2426142_56_0002_0002_2m.tif
chaffey_dam_w_l_pee,Chaffey Dam W/L (Peel River),-31.35,151.1375,552.3,518.98,33.32,33.32,5m,28.9,"coordinate: ground rises 29 m within the ring, 87% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Nundle201305-PHO3-AHD_3226530_56_0002_0002_5m.tif
tully_gorge_al,Tully Gorge AL,-17.7725,145.6503,114.7,81.63,33.07,33.07,1m,10.2,mark is 33 m above the modelled ground and the ring explains only 31% of it,QLD Government,CassowaryCoast_2016_Prj_SW_356000_8034000_1K_DEM_1m.tif
upper_tenthill_al,Upper Tenthill AL,-27.8094,152.2867,359.3,326.48,32.82,32.82,1m,25.0,"coordinate: ground rises 25 m within the ring, 76% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Lockyer_Valley_2022_LGA_SW_429000_6923000_1k_DEM_1m.tif
logans_crossing_cam,Logans Crossing (Cam,-31.6161,152.6925,42.5,10.39,32.11,32.11,1m,9.1,mark is 32 m above the modelled ground and the ring explains only 28% of it,NSW Natural Resorces Commision,Wauchope2022-DEM-AHD-1m_470500-6502000_56_500m_500m.tif
moparrabah_parrabel,Moparrabah,-30.9783,152.5106,114.9,84.03,30.87,30.87,2m,0.5,mark is 31 m above the modelled ground and the ring explains only 2% of it,NSW Government,Macksville201707-LID2-AHD_4526572_56_0002_0002_2m.tif
wattamolla_new,Wattamolla (NEW),-34.7283,150.6585,398.5,368.07,30.43,30.43,1m,15.1,"coordinate: ground rises 15 m within the ring, 50% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Kiama201610-LID1-AHD_2846154_56_0002_0002_1m.tif
tyalgum_br_tya,Tyalgum Bridge,-28.359,153.21,82.5,52.4,30.1,30.1,2m,4.5,mark is 30 m above the modelled ground and the ring explains only 15% of it,NSW Government,Murwillumbah201709-LID2-AHD_5206862_56_0002_0002_2m.tif
upper_dalrymple_ck_a,Upper Dalrymple Ck AL,-27.9839,152.2909,685.1,655.35,29.75,29.75,1m,15.4,"coordinate: ground rises 15 m within the ring, 52% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,LockyerValleySouth_2011_Rgn_SW_430000_6904000_1K_DEM_1m.tif
spring_ck_rd_al,Spring Ck Rd AL,-28.2519,152.4717,775.8,746.26,29.54,29.54,1m,15.0,"coordinate: ground rises 15 m within the ring, 51% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_448000_6874000_1K_DEM_1m.tif
wittitrin_dungay_cr,Wittitrin (Dungay Creek),-31.0897,152.6217,101.5,72.08,29.42,29.42,2m,35.8,"coordinate: ground rises 36 m within the ring, 122% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Kempsey201707-LID2-AHD_4626560_56_0002_0002_2m.tif
paluma_al,Paluma AL,-19.01,146.2156,864.1,834.75,29.35,29.35,1m,27.7,"coordinate: ground rises 28 m within the ring, 94% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Townsville_2018_Prj_SW_417000_7897000_1.0K_DEM_1m.tif
burringbar_north_arm,Burringbar North Arm (Harwood Rd),-28.405,153.46,153.0,125.24,27.76,27.76,1m,38.4,"coordinate: ground rises 38 m within the ring, 138% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5456857_56_0001_0001.tif
mosely_s_al,Mosely's AL,-28.1639,152.2986,610.1,582.69,27.41,27.41,1 Second,18.3,"coordinate: ground rises 18 m within the ring, 67% of the difference — the mark is likely uphill of the point, so check the position before the height",Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
dingo_beach_al,Dingo Beach AL,-20.0997,148.4919,101.1,128.21,-27.11,27.11,50cm,-0.4,modelled ground is above the mark — unusual; check both,Griffith Uni,Proserpine201311-DEM-GRID-50cm_6557776_55_0001_0001.tif
cudgera_ck_potts,Pottsville West Reservoir,-28.402,153.533,71.6,44.8,26.8,26.8,1m,28.5,"coordinate: ground rises 28 m within the ring, 106% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,TweedHeads201309-LID1-AHD_5526858_56_0002_0002_1m.tif
chillingham,Chillingham,-28.3132,153.2759,57.5,30.82,26.68,26.68,1m,36.9,"coordinate: ground rises 37 m within the ring, 138% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5276868_56_0001_0001.tif
brisbane_rd_al,Brisbane Rd AL,-27.6078,152.9083,25.8,0.24,25.56,25.56,1m,15.9,"coordinate: ground rises 16 m within the ring, 62% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Brisbane_2019_Prj_SW_490000_6946000_1k_DEM_1m.tif
queen_mary_falls_ale,Queen Mary Falls AL,-28.3342,152.3933,957.9,932.76,25.14,25.14,2m,15.1,"coordinate: ground rises 15 m within the ring, 60% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Warwick201709-LID2-AHD_4406864_56_0002_0002_2m.tif
o_reillys_al,OReillys AL,-28.2314,153.1356,936.4,911.82,24.58,24.58,1m,14.4,"coordinate: ground rises 14 m within the ring, 59% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_513000_6877000_1K_DEM_1m.tif
copeland_tops_copel,Copeland Tops (Copeland),-31.9723,151.8092,771.6,796.16,-24.56,24.56,2m,-0.7,modelled ground is above the mark — unusual; check both,NSW Government,UpperManning201803-LID2-AHD_3866462_56_0002_0002_2m.tif
gungas_rd_mulgum,Gungas Rd (Mulgum,-28.5732,153.247,103.4,79.09,24.31,24.31,1m,10.0,mark is 24 m above the modelled ground and the ring explains only 41% of it,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5246839_56_0001_0001.tif
mt_pinnacle_al,Mt Pinnacle AL,-21.1586,148.655,662.0,638.28,23.72,23.72,1m,36.0,"coordinate: ground rises 36 m within the ring, 152% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Mackay_2009_Rgn_SW_670000_7658000_2K_DEM_1m.tif
chaffey_dam_d_s_pee,Chaffey Dam D/S (Peel River),-31.3431,151.1422,515.2,491.89,23.31,23.31,5m,3.1,mark is 23 m above the modelled ground and the ring explains only 13% of it,NSW Government,Nundle201305-PHO3-AHD_3226530_56_0002_0002_5m.tif
double_crossing_rd_a,Double Crossing Rd AL,-28.0369,153.1417,131.9,108.6,23.3,23.3,1m,13.4,"coordinate: ground rises 13 m within the ring, 57% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_513000_6898000_1K_DEM_1m.tif
stewart_ck_valley,Stewart Ck Valley,-16.3166,145.3202,22.8,46.09,-23.29,23.29,1m,38.4,modelled ground is above the mark — unusual; check both,QLD Government,Cairns_2010_Prj_SW_320000_8195000_1K_DEM_1m.tif
st_agnes_ck_al,St Agnes Ck AL,-25.1347,151.9742,49.2,26.32,22.88,22.88,1m,22.1,"coordinate: ground rises 22 m within the ring, 97% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,BundabergCentral_2009_Rgn_SW_396000_7218000_2K_DEM_1m.tif
wilsons_peak,Wilsons Peak,-28.2379,152.4872,883.3,860.45,22.85,22.85,1m,55.0,"coordinate: ground rises 55 m within the ring, 241% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_449000_6876000_1K_DEM_1m.tif
baroonbah_crossing,Baroonbah Crossing,-25.6928,149.2131,272.5,249.95,22.55,22.55,50cm,4.0,mark is 23 m above the modelled ground and the ring explains only 18% of it,Griffith Uni,Taroom201810-DEM-GRID-50cm_7227156_55_0001_0001.tif
killarney_spring_ck_2,Killarney (Spring Ck) AL,-28.3525,152.3373,592.0,569.58,22.42,22.42,2m,8.4,mark is 22 m above the modelled ground and the ring explains only 38% of it,NSW Government,Warwick201709-LID2-AHD_4346862_56_0002_0002_2m.tif
lake_placid_al,Lake Placid AL,-16.8683,145.6731,33.2,10.85,22.35,22.35,1m,46.6,"coordinate: ground rises 47 m within the ring, 209% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Cairns_2010_Prj_SW_358000_8134000_1K_DEM_1m.tif
nash_s_crossing_aler,Nashs Crossing AL,-18.4125,145.7722,82.1,59.98,22.12,22.12,50cm,16.7,"coordinate: ground rises 17 m within the ring, 76% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Herbert_River_2024_Prj_SW_370000_7963000_1k_DEM_50cm.tif
daintree_village_tm,Daintree Village TM,-16.2497,145.3172,27.4,5.39,22.01,22.01,1m,12.7,"coordinate: ground rises 13 m within the ring, 58% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Cairns_2010_Prj_SW_320000_8202000_1K_DEM_1m.tif
mt_perry_al,Mt Perry AL,-25.1892,151.6267,378.8,400.56,-21.76,21.76,1m,0.7,modelled ground is above the mark — unusual; check both,QLD Government,MtPerry_2014_Twn_SW_361000_7213000_1K_DEM_1m.tif
darlington_al,Darlington AL,-28.2608,153.0917,314.7,293.08,21.62,21.62,1m,19.3,"coordinate: ground rises 19 m within the ring, 89% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_508000_6873000_1K_DEM_1m.tif
repentance_coopers,Repentance (Coopers Creek),-28.6408,153.4131,76.4,54.79,21.61,21.61,1m,16.9,"coordinate: ground rises 17 m within the ring, 78% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Lismore201008-LID1-AHD_5406830_56_0002_0002_1m.tif
brisbane_city_al,Brisbane City AL,-27.4707,153.0341,20.9,-0.65,21.55,21.55,1m,21.2,"coordinate: ground rises 21 m within the ring, 98% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Brisbane_2014_LGA_SW_503000_6961000_1K_DEM_1m.tif
finch_hatton_dam_go,Finch Hatton Dam (Gorge Rd) AL,-21.1119,148.6353,121.1,99.55,21.55,21.55,1m,25.8,"coordinate: ground rises 26 m within the ring, 120% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Mackay_2009_Rgn_SW_668000_7664000_2K_DEM_1m.tif
killarney_spring_ck,Killarney (Spring Ck) AL,-28.3544,152.3319,576.8,555.26,21.54,21.54,2m,26.5,"coordinate: ground rises 27 m within the ring, 123% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Warwick201709-LID2-AHD_4346862_56_0002_0002_2m.tif
uki_tweed_river,Uki (Tweed River),-28.4147,153.3339,37.0,15.47,21.53,21.53,1m,23.0,"coordinate: ground rises 23 m within the ring, 107% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5326856_56_0001_0001.tif
moy_pocket_al,Moy Pocket AL,-26.5261,152.7439,95.3,73.83,21.47,21.47,1m,40.9,"coordinate: ground rises 41 m within the ring, 191% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Gympie_2009_Rgn_SW_474000_7066000_1K_DEM_1m.tif
upper_freestone,Upper Freestone AL,-28.1341,152.2217,645.3,623.98,21.32,21.32,1 Second,11.9,"coordinate: ground rises 12 m within the ring, 56% of the difference — the mark is likely uphill of the point, so check the position before the height",Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
upper_sandy_ck_al,Upper Sandy Creek AL,-27.4558,152.1983,526.3,505.13,21.17,21.17,1m,8.3,mark is 21 m above the modelled ground and the ring explains only 39% of it,QLD Government,Lockyer_Valley_2022_LGA_SW_420000_6962000_1k_DEM_1m.tif
mandagery_ck_at_e,Mandagery Ck at E,-33.4016,148.4086,291.8,270.74,21.06,21.06,5m,22.1,"coordinate: ground rises 22 m within the ring, 105% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Parkes201509-PHO3-AHD_6306302_55_0002_0002_5m.tif
redoak_stewarts_riv,Redoak (Stewarts Riv,-31.7275,152.6389,38.0,17.01,20.99,20.99,1m,6.4,mark is 21 m above the modelled ground and the ring explains only 31% of it,NSW Natural Resorces Commision,Wauchope2022-DEM-AHD-1m_465500-6489500_56_500m_500m.tif
coolabine_ck_aler,Coolabine Ck AL,-26.5967,152.7672,150.9,171.72,-20.82,20.82,1m,3.1,modelled ground is above the mark — unusual; check both,QLD Government,SunshineCoast_2008_LGA_SW_476000_7058000_1K_DEM_1m.tif
mulla_crossing_cock,Mulla Crossing (Cockburn River),-31.0625,151.125,460.6,440.17,20.43,20.43,5m,18.0,"coordinate: ground rises 18 m within the ring, 88% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Nundle201305-PHO3-AHD_3206560_56_0002_0002_5m.tif
redlynch_al,Redlynch AL,-16.9422,145.6953,46.6,26.19,20.41,20.41,1m,0.1,mark is 20 m above the modelled ground and the ring explains only 0% of it,QLD Government,Cairns_2010_Prj_SW_361000_8126000_1K_DEM_1m.tif
hollywell_al,Hollywell AL,-25.3319,151.2328,375.8,395.94,-20.14,20.14,1 Second,9.9,modelled ground is above the mark — unusual; check both,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
gowan_green_bell_ri,Gowan Green (Bell Ri,-32.8006,148.9803,389.2,369.07,20.13,20.13,5m,54.3,"coordinate: ground rises 54 m within the ring, 270% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Wellington201409-PHO3-AHD_6846368_55_0002_0002_5m.tif
the_head_al,The Head AL,-28.2833,152.4175,687.0,666.96,20.04,20.04,1 Second,8.0,mark is 20 m above the modelled ground and the ring explains only 40% of it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
cedar_ck_plunket,Cedar Creek (Plunkett Rd) AL,-27.8324,153.1738,40.5,20.57,19.93,19.93,1m,5.3,mark is 20 m above the modelled ground and the ring explains only 27% of it,QLD Government,Logan_2017_LGA_SW_517000_6921000_0.5K_DEM_1m.tif
beaudesert_al,Beaudesert AL,-27.9681,152.9861,49.1,29.31,19.79,19.79,1m,13.8,"coordinate: ground rises 14 m within the ring, 70% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_498000_6906000_1K_DEM_1m.tif
upper_murray_al,Upper Murray AL,-18.1069,145.8053,55.6,35.91,19.69,19.69,50cm,23.8,"coordinate: ground rises 24 m within the ring, 121% of the difference — the mark is likely uphill of the point, so check the position before the height",Griffith Uni,Innisfail201308-DEM-GRID-50cm_3737997_55_0001_0001.tif
cooroy_al,Cooroy AL,-26.4064,152.9211,139.7,120.24,19.46,19.46,1m,26.4,"coordinate: ground rises 26 m within the ring, 136% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Noosa_2022_LGA_SW_492000_7079000_1k_DEM_1m.tif
upper_stockyard_cree,Upper Stockyard Creek AL,-26.2514,150.7272,396.7,377.39,19.31,19.31,1 Second,12.3,"coordinate: ground rises 12 m within the ring, 64% of the difference — the mark is likely uphill of the point, so check the position before the height",Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
harper_ck_al,Harper Ck AL,-26.7642,152.7722,507.4,526.11,-18.71,18.71,1m,6.3,modelled ground is above the mark — unusual; check both,QLD Government,SunshineCoast_2008_LGA_SW_477000_7039000_1K_DEM_1m.tif
darlington_school_al,Darlington School AL,-28.2059,153.0408,195.6,176.95,18.65,18.65,1m,12.5,"coordinate: ground rises 13 m within the ring, 67% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_504000_6879000_1K_DEM_1m.tif
jindalee_centenary,Jindalee (Centenary),-27.5283,152.9467,17.4,-1.1,18.5,18.5,1m,13.8,"coordinate: ground rises 14 m within the ring, 75% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Brisbane_2019_Prj_SW_494000_6955000_1k_DEM_1m.tif
west_haldon_al,West Haldon AL,-27.7781,152.0803,520.4,502.47,17.93,17.93,1m,24.5,"coordinate: ground rises 25 m within the ring, 137% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Toowoomba_2011_Prj_SW_409000_6927000_1K_DEM_1m.tif
slacks_ck_loganlea_r,Slacks Ck (Loganlea Rd) AL,-27.6475,153.1475,18.8,0.95,17.85,17.85,1m,12.9,"coordinate: ground rises 13 m within the ring, 72% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Logan_2017_LGA_SW_514500_6941500_0.5K_DEM_1m.tif
clothiers_ck,Clothiers Ck Rd,-28.336,153.476,50.8,32.98,17.82,17.82,1m,11.5,"coordinate: ground rises 11 m within the ring, 64% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5466865_56_0001_0001.tif
point_rd_at_the_wa,Point Rd at the Wa,-16.9045,145.8628,19.6,1.78,17.82,17.82,50cm,35.9,"coordinate: ground rises 36 m within the ring, 201% of the difference — the mark is likely uphill of the point, so check the position before the height",Griffith Uni,Cairns201308-DEM-GRID-50cm_3788130_55_0001_0001.tif
running_ck_bells,Running Ck (Bells,-28.3183,152.9216,176.8,159.05,17.75,17.75,2m,16.8,"coordinate: ground rises 17 m within the ring, 95% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,MountLindesay201709-LID2-AHD_4926866_56_0002_0002_2m.tif
casino_rd_br,Casino Rd Br (,-28.8694,153.0458,40.2,22.48,17.72,17.72,1m,17.2,"coordinate: ground rises 17 m within the ring, 97% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Casino_202307_LID1_AHD_1m_1km_56_5046806.tif
taroona_peel_river,Taroona (Peel River),-31.4333,151.1333,609.9,592.19,17.71,17.71,5m,14.4,"coordinate: ground rises 14 m within the ring, 82% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Nundle201305-PHO3-AHD_3226520_56_0002_0002_5m.tif
grigor_rd_al,Grigor Rd AL,-26.7181,152.6692,163.4,181.02,-17.62,17.62,1m,-0.5,modelled ground is above the mark — unusual; check both,QLD Government,Sunshine_Coast_2022_LGA_SW_467000_7044000_1k_DEM_1m.tif
aldavilla_d_s_macle,Aldavilla D/S (Macleay River),-31.0825,152.7831,17.8,0.19,17.61,17.61,1m,12.5,"coordinate: ground rises 12 m within the ring, 71% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Kempsey200910-LID1-AHD_4786560_56_0002_0002_1m.tif
mt_rawdon_al,Mt Rawdon AL,-25.2356,151.7964,126.3,108.85,17.45,17.45,1m,37.6,"coordinate: ground rises 38 m within the ring, 215% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,GoodNight_2014_Prj_SW_378000_7208000_1K_DEM_1m.tif
upper_alligator_cree,Upper Alligator Cree,-19.4356,146.9539,215.5,232.94,-17.44,17.44,50cm,-5.0,modelled ground is above the mark — unusual; check both,Griffith Uni,Townsville201305-DEM-GRID-50cm_4957850_55_0001_0001.tif
eungella_oxley_rive,Eungella (Oxley River),-28.3538,153.293,36.8,19.38,17.42,17.42,1m,28.5,"coordinate: ground rises 29 m within the ring, 164% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Murwillumbah201309-LID1-AHD_5286862_56_0002_0002_1m.tif
teemburra_dam_al,Teemburra Dam AL,-21.2175,148.665,311.2,293.91,17.29,17.29,50cm,31.6,"coordinate: ground rises 32 m within the ring, 183% of the difference — the mark is likely uphill of the point, so check the position before the height",Griffith Uni,Mackay201805-DEM-GRID-50cm_6727652_55_0001_0001.tif
pikes_ck_al,Pikes Creek AL,-28.6905,151.5389,665.5,648.24,17.26,17.26,50cm,12.9,"coordinate: ground rises 13 m within the ring, 75% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Dumaresq_River_Catchment_2023_Prj_SW_357000_6825000_1k_DEM_50cm.tif
coulson,Coulson,-27.9543,152.7398,93.5,76.29,17.21,17.21,1m,12.1,"coordinate: ground rises 12 m within the ring, 70% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,ScenicRim_2011_LGA_SW_474000_6907000_1K_DEM_1m.tif
doongul_ck_wongi,Doongul Ck (Wongi,-25.4694,152.4643,59.0,41.79,17.21,17.21,1m,4.5,mark is 17 m above the modelled ground and the ring explains only 26% of it,QLD Government,Fraser_coast_2022_LGA_SW_446000_7182000_1k_DEM_1m.tif
kerewong_broken_bag,Kerewong (Broken Bag,-31.5372,152.6931,45.2,28.05,17.15,17.15,1m,14.9,"coordinate: ground rises 15 m within the ring, 87% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Natural Resorces Commision,Wauchope2022-DEM-AHD-1m_470500-6510500_56_500m_500m.tif
junction_view_al,Junction View AL,-27.8011,152.1875,253.9,236.97,16.93,16.93,1m,2.1,mark is 17 m above the modelled ground and the ring explains only 13% of it,QLD Government,LockyerValleySouth_2011_Rgn_SW_419000_6924000_1K_DEM_1m.tif
tomerong_ck,Tomerong Creek,-35.0598,150.5815,36.8,19.9,16.9,16.9,1m,7.1,mark is 17 m above the modelled ground and the ring explains only 42% of it,NSW Government,JervisBay201012-LID1-AHD_2786116_56_0002_0002_1m.tif
calcium_al,Calcium AL,-19.655,146.7994,175.5,192.36,-16.86,16.86,50cm,46.1,modelled ground is above the mark — unusual; check both,Griffith Uni,Townsville201305-DEM-GRID-50cm_4787826_55_0001_0001.tif
kookaburra_at_the_s,Kookaburra (at the School Hut),-31.0238,152.3388,966.6,949.77,16.83,16.83,2m,16.1,"coordinate: ground rises 16 m within the ring, 96% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Cowarral201804-LID2-AHD_4366566_56_0002_0002_2m.tif
