id,name,lat,lon,elvis_ahd_m,dem_resolution,dem_resolution_m,source,dataset
lyons_al,Lyons AL,-27.763,152.837,177.6,1m,1.0,QLD Government,Logan_2021_GDA2020_LGA_SW_483500_6929000_500m_DEM_1m.tif
lyons_river_airstrip,Lyons River Airstrip,-24.62,115.3347,187.85,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
lytton_al,Lytton AL,-27.421,153.162,3.28,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_516000_6966000_1k_DEM_1m.tif
macalister_river_at_glencairn,Macalister River at Glencairn,-37.517,146.567,296.49,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
macalister_river_at_lake_glenmaggie_hg,Macalister River at Lake Glenmaggie HG,-37.89,146.79,115.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
macalister_river_at_lake_glenmaggie_tg,Macalister River at Lake Glenmaggie TG,-37.91,146.81,98.62,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
macalister_river_at_licola,Macalister River at Licola,-37.62344,146.6208,304.95,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
macalister_river_at_stringybark_ck,Macalister River at Stringybark Ck,-37.76838,146.6681,110.83,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
macauleys_reservoir_coffs_harbour,Macauleys Reservoir (Coffs Harbour),-30.276,153.13,88.49,1m,1.0,NSW Government,CoffsHarbour201309-LID1-AHD_5126650_56_0002_0002_1m.tif
macclesfield,Macclesfield,-35.189,138.826,313.96,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mackenzie_river_at_mckenzie_creek,Mackenzie River at Mckenzie Creek,-36.807,142.183,143.7,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
macksville_nambucca,Macksville-Princess Street (Nambucca River),-30.7078,152.92,2.63,1m,1.0,NSW Government,Macksville201607-LID1-AHD_4926602_56_0002_0002_1m.tif
macquarie_college,Macquarie College,-32.9209,151.6514,70.42,1m,1.0,NSW Government,Newcastle201409-LID1-AHD_3726356_56_0002_0002_1m.tif
macquarie_plains_derwent_river,Macquarie Plains (Derwent River),-42.708,146.91,18.75,1m,1.0,TAS Government,BushyPark2019-DEM-1m_4925271_GDA2020_55.tif
macquarie_river_d_s_stp,Macquarie River D/S STP,-33.397,149.568,648.54,2m,2.0,NSW Government,Bathurst201510-LID2-AHD_7386300_55_0002_0002_2m.tif
macquarie_river_u_s_stp,Macquarie River U/S STP,-33.402,149.577,645.33,2m,2.0,NSW Government,Bathurst201510-LID2-AHD_7386300_55_0002_0002_2m.tif
magill,Magill,-34.909,138.672,107.79,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2876134_54_0001_0001.tif
magnolia_al,Magnolia AL,-25.724,152.666,20.65,1m,1.0,QLD Government,FraserCoast_2009_Ctl_SW_466000_7154000_1K_DEM_1m.tif
maguires_ck_at_tevan,Maguires Ck at Tevan,-28.808,153.4867,3.38,1m,1.0,NSW Government,Lismore201006-LID1-AHD_5466812_56_0002_0002_1m.tif
maidment_road,Maidment Road,-34.872,138.906,485.18,1m,1.0,SA Government,CudleeCreek2020_DEM_3086139_01_001.tif
majors_creek_larmer_street,Majors Creek (Larmer Street),-35.567,149.741,675.57,2m,2.0,NSW Government,Araluen201804-LID2-AHD_7486060_55_0002_0002_2m.tif
malakoff_junction_al,Malakoff Junction AL,-24.3131,150.7758,269.19,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
malmsbury_reservoir,Malmsbury Reservoir,-37.1956,144.3758,448.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mandagery_rawene,Mandagery (Rawene),-33.268,148.394,417.68,5m,5.0,NSW Government,Parkes201509-PHO3-AHD_6286318_55_0002_0002_5m.tif
mandurama_post_office,Mandurama Post Office,-33.649,149.076,660.79,5m,5.0,NSW Government,Blayney201407-PHO3-AHD_6926274_55_0002_0002_5m.tif
manildra_hazeldale,Manildra (Hazeldale),-33.163,148.588,523.82,5m,5.0,NSW Government,Molong201403-PHO3-AHD_6486328_55_0002_0002_5m.tif
manilla_museum,Manilla (Museum),-30.746,150.72,353.87,5m,5.0,NSW Government,Manilla201210-PHO3-AHD_2806596_56_0002_0002_5m.tif
manilla_warrabah,Manilla (Warrabah),-30.47,150.954,853.37,5m,5.0,NSW Government,Cobbadah201210-PHO3-AHD_3026626_56_0002_0002_5m.tif
manly_al,Manly AL,-27.462,153.181,23.53,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_517000_6962000_1K_DEM_1m.tif
mansfield_al,Mansfield AL,-27.53,153.105,19.05,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_510000_6954000_1K_DEM_1m.tif
mantuan_downs_west_al,Mantuan Downs (West) AL,-24.3013,147.1335,428.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
maranboy_hill,Maranboy Hill,-14.526,132.8,234.2,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marathon_tm,Marathon Tm,-20.8175,143.5769,238.04,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marburg_al,Marburg AL,-27.5778,152.5936,79.56,1m,1.0,QLD Government,Ipswich_2009_LGA_SW_459000_6949000_1K_DEM_1m.tif
margaret_river_airstrip,Margaret River Airstrip,-18.622,126.883,282.92,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mariala_national_par,Mariala National Par,-25.9892,145.0188,379.74,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marion,Marion,-35.011,138.559,29.9,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2776123_54_0001_0001.tif
marion_downs,Marion Downs,-23.365,139.6556,128.55,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marion_downs_2,Marion Downs,-17.0557,126.8393,459.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marion_downs_tm,Marion Downs Tm,-23.3643,139.6562,122.68,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
markwell_myall_river,Markwell (Myall River),-32.381,152.197,2.98,1m,1.0,NSW Government,Bulahdelah201306-LID1-AHD_4246416_56_0002_0002_1m.tif
marlbed_comparison,Marlbed Comparison,-35.798,142.877,93.49,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marlborough_helipad_tm,Marlborough Helipad TM,-22.815,149.8878,85.82,50cm,0.5,Griffith Uni,Rockhampton201305-DEM-GRID-50cm_7967474_55_0001_0001.tif
marlua_al,Marlua AL,-24.193,151.156,68.93,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marodian_tm,Marodian Tm,-25.9,152.3497,46.12,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
maroochy_intake_weir_al,Maroochy Intake Weir AL,-26.588,152.891,156.07,1m,1.0,QLD Government,SunshineCoast_2014_LGA_SW_489000_7059000_1K_DEM_1m.tif
maroochydore_depot_al,Maroochydore Depot AL,-26.669,153.077,6.27,1m,1.0,QLD Government,Sunshine_Coast_2022_LGA_SW_507000_7050000_1k_DEM_1m.tif
maroon_dam_al,Maroon Dam AL,-28.184,152.654,207.54,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_466000_6882000_1K_DEM_1m.tif
maroon_dam_inflow_al,Maroon Dam Inflow AL,-28.2197,152.6078,223.9,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_461000_6878000_1K_DEM_1m.tif
maroota_tobruk,Maroota (Tobruk),-33.431,150.989,214.46,1m,1.0,NSW Government,StAlbans201705-LID1-AHD_3126298_56_0002_0002_1m.tif
marrara,Marrara,-12.397,130.878,17.31,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
marrickville_golf_club,Marrickville Golf Club,-33.921,151.141,2.05,1m,1.0,NSW Government,Sydney202005-LID1-AHD_3286244_56_0002_0002_1m.tif
marsden_weir,Marsden Weir,-33.812,151.002,11.96,1m,1.0,NSW Government,Sydney201906-LID1-AHD_3146256_56_0002_0002_1m.tif
marshall_rd_al,Marshall Rd AL,-27.555,153.009,10.89,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_500000_6952000_1K_DEM_1m.tif
mary_parker_drive_tm,Mary Parker Dv AL,-16.9427,145.6956,24.03,1m,1.0,QLD Government,Cairns_2010_Prj_SW_361000_8126000_1K_DEM_1m.tif
maryvale_al,Maryvale AL,-26.5514,146.9408,441.92,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
maryvale_ck_niall_r,Maryvale Ck (Niall R,-19.4826,145.2713,426.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mathinna,Mathinna,-41.466,147.889,280.15,1m,1.0,TAS Government,NorthEast2012-DEM-1m_5745409_55.tif
mawsons_rd_al,Mawsons Rd AL,-26.8775,153.0041,8.97,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_500000_7027000_1K_DEM_1m.tif
mccord_st_al,McCord St AL,-27.4178,153.0308,12.02,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_503000_6967000_1k_DEM_1m.tif
mccreadys_creek_al,McCreadys Creek AL,-21.073,149.156,8.24,1m,1.0,QLD Government,Mackay_2009_Rgn_SW_724000_7668000_2K_DEM_1m.tif
mckillop_al,McKillop AL,-21.0814,149.1839,4.58,1m,1.0,QLD Government,Mackay_2009_Rgn_SW_726000_7666000_2K_DEM_1m.tif
mclennan_straight_at_hollands_landing,Mclennan Straight at Hollands Landing,-38.0544,147.4597,2.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mcmahons_lookout,McMahons Lookout,-33.883,150.383,678.73,1m,1.0,NSW Government,Katoomba201407-LID1-AHD_2566246_56_0002_0002_1m.tif
mcmillan_strait_at_paynesville,McMillan Strait at Paynesville,-37.912,147.729,3.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mcvitties_hill,McVitties Hill,-34.827,139.009,481.48,1m,1.0,SA Government,CudleeCreek2020_DEM_3176144_01_001.tif
meadow_flat_rd_bridge_al,Meadow Flat Rd Bridge AL,-27.736,152.467,87.46,1m,1.0,QLD Government,Ipswich_2019_LGA_SW_447000_6931000_1k_DEM_1m.tif
meander,Meander,-41.649,146.615,288.73,1m,1.0,TAS Government,MeanderValleyUrban2014-1m-DEM_4675389_55.tif
medway_al,Medway AL,-23.7425,147.3799,290.58,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
meengo,Meengo,-36.08,141.1,132.18,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
meldrum_coolawarrah,Meldrum (Coolawarrah),-30.361,152.492,1234.96,2m,2.0,NSW Government,Ebor201801-LID2-AHD_4506640_56_0002_0002_2m.tif
menangle_bridge_nepean_river,Menangle Bridge (Nepean River),-34.118,150.744,62.32,1m,1.0,NSW Government,Wollongong201102-LID1-AHD_2906222_56_0002_0002_1m.tif
menangle_weir_nepean_river,Menangle Weir (Nepean River),-34.1177,150.7394,63.44,1m,1.0,NSW Government,Wollongong201102-LID1-AHD_2906222_56_0002_0002_1m.tif
merewether_pump_station,Merewether Pump Station,-32.9454,151.748,29.82,1m,1.0,NSW Government,Newcastle201409-LID1-AHD_3826354_56_0002_0002_1m.tif
meridan_way_al,Meridan Way AL,-26.764,153.1,1.27,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_509000_7039000_1K_DEM_1m.tif
merlin_mine,Merlin Mine,-16.821,136.333,195.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
merrimans_creek_at_seaspray,Merrimans Creek at Seaspray,-38.361,147.162,12.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
merrimans_creek_at_stradbroke_west,Merrimans Creek at Stradbroke West,-38.268,146.865,102.99,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
merriwa_mar_lea,Merriwa (Mar-lea),-32.067,150.233,397.28,2m,2.0,NSW Government,Merriwa201710-LID2-AHD_2386448_56_0002_0002_2m.tif
merriwagga_old_school_caravan_park_comparison,Merriwagga (Old School Caravan Park) Comparison,-33.814,145.628,114.75,5m,5.0,NSW Government,Merriwagga201202-PHO3-AHD_3726256_55_0002_0002_5m.tif
merrylands_west_finlayson_creek,Merrylands West (Finlayson Creek),-33.837,150.957,55.26,1m,1.0,NSW Government,Penrith201304-LID1-AHD_3106254_56_0002_0002_1m.tif
mid_kroombit_al,Mid Kroombit AL,-24.4145,150.885,733.3,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
middle_ck_al,Middle Creek AL,-26.3242,146.4383,388.03,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
middlemount_al,Middlemount AL,-22.811,148.676,275.37,50cm,0.5,Griffith Uni,Emerald201305-DEM-GRID-50cm_6727476_55_0001_0001.tif
milbrodale_school,Milbrodale School,-32.697,151.005,81.16,1m,1.0,NSW Government,Cessnock201110-LID1-AHD_3126380_56_0002_0002_1m.tif
millards_creek,Millards Creek,-35.355,150.473,0.96,1m,1.0,NSW Government,Ulladulla_202311_LID1_AHD_1m_1km_56_2706084.tif
millbank,Millbank,-30.87,152.627,63.84,2m,2.0,NSW Government,Macksville201707-LID2-AHD_4646584_56_0002_0002_2m.tif
millbrae,Millbrae,-35.024,139.001,257.34,1m,1.0,SA Government,CudleeCreek2020_DEM_3176122_01_001.tif
millbrook_al,Millbrook AL,-27.9411,151.7222,412.94,1m,1.0,QLD Government,Toowoomba_2010_Prj_SW_374000_6908000_1K_DEM_1m.tif
millbrook_reservoir,Millbrook Reservoir,-34.833,138.821,315.31,1m,1.0,SA Government,CudleeCreek2020_DEM_3006143_01_001.tif
millfield_congewai,Millfield (Congewai Creek),-32.9783,151.2463,510.77,1m,1.0,NSW Government,Cessnock201409-LID1-AHD_3366348_56_0002_0002_1m.tif
milperra_bridge_georges_river,Milperra Bridge (Georges River),-33.927,150.974,1.54,1m,1.0,NSW Government,Penrith201304-LID1-AHD_3126244_56_0002_0002_1m.tif
milroy_tm,Milroy Tm,-26.0556,144.3533,221.1,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
milton_al,Milton AL,-24.282,151.286,46.09,1m,1.0,QLD Government,NagoorintoManyPeaks_2012_Rgn_SW_326000_7313000_1K_DEM_1m.tif
milton_park,Milton Park,-34.495,139.081,332.84,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
milton_park_cornbrook,Milton Park (Cornbrook),-34.497,139.084,356.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mimdale_al,Mimdale AL,-24.515,151.7356,34.9,1m,1.0,QLD Government,Gladstone_2009_Rgn_SW_370000_7288000_2K_DEM_1m.tif
mindalla_tbrg,Mindalla TBRG,-30.422,116.458,311.07,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mingah_springs,Mingah Springs,-24.9483,118.7147,527.66,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mingo_ck_al,Mingo Ck AL,-25.3206,151.7214,136.18,1m,1.0,QLD Government,GoodNight_2014_Prj_SW_371000_7198000_1K_DEM_1m.tif
minnie_creek_airstrip,Minnie Creek Airstrip,-24.0297,115.6894,257.97,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
minnie_water_pump_s,Minnie Waters Pump Shed,-29.7847,153.2639,22.84,1m,1.0,NSW Government,Barepoint201004-LID1-AHD_5246704_56_0002_0002_1m.tif
minno_creek,Minno Creek,-35.034,138.624,192.05,1m,1.0,SA Government,AdelaideMetro2018_DEM_2806120_05_001.tif
minston_park,Minston Park,-31.26,116.13,289.94,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mirani,Mirani,-21.1583,148.8608,51.24,50cm,0.5,Griffith Uni,Mackay201308-DEM-GRID-50cm_6937659_55_0001_0001.tif
mirannie_maeranie_station,Mirannie (Maeranie Station),-32.393,151.374,181.01,2m,2.0,NSW Government,Camberwell201803-LID2-AHD_3466414_56_0002_0002_2m.tif
miriam_vale_al,Miriam Vale AL,-24.328,151.569,49.63,50cm,0.5,Griffith Uni,Gladstone201801-DEM-GRID-50cm_3547308_56_0001_0001.tif
misty_morn_al,Misty Morn AL,-27.5167,152.9333,43.47,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_493000_6956000_1k_DEM_1m.tif
mitcham_reservoir,Mitcham Reservoir,-37.823,145.189,157.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mitchell,Mitchell,-26.4872,147.9783,334.85,1m,1.0,QLD Government,Mitchell_2011_Twn_SW_597000_7069000_1K_DEM_1m.tif
mitchell_river_at_bairnsdale,Mitchell River at Bairnsdale,-37.8275,147.5936,7.91,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mitchell_river_at_glenaladale,Mitchell River at Glenaladale,-37.765,147.374,36.47,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mitchell_river_at_rosehill,Mitchell River at Rosehill,-37.816,147.571,10.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mitchelton_osborne_rd_al,Mitchelton (Osborne Rd) AL,-27.405,152.977,41.96,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_497000_6968000_1k_DEM_1m.tif
mitta_mitta_river_tallandoon,Mitta Mitta River @ Tallandoon,-36.4083,147.2333,252.69,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
moascar,Moascar,-28.957,114.949,255.82,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
moe_south,Moe South,-38.2186,146.2487,379.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
moggill_al,Moggill AL,-27.586,152.858,25.25,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_485000_6948000_1k_DEM_1m.tif
moggill_al_p,Moggill AL-P,-27.41672,152.850111,220.15,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_485000_6967000_1K_DEM_1m.tif
molendinar_al,Molendinar AL,-27.98,153.36,20.74,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_535000_6904000_1K_DEM_1m.tif
mollisons_ck_at_pyalong,Mollisons Ck at Pyalong,-37.123,144.856,270.41,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
molong_bonnie_doon,Molong (Bonnie Doon),-32.989,148.932,585.67,5m,5.0,NSW Government,Wellington201409-PHO3-AHD_6806348_55_0002_0002_5m.tif
molong_post_office,Molong Post Office,-33.096,148.869,544.69,1m,1.0,NSW Government,Molong_202502_LID1_AHD_1m_1km_55_6746336.tif
molong_repeater,Molong Repeater,-33.106,148.869,603.39,1m,1.0,NSW Government,Molong_202502_LID1_AHD_1m_1km_55_6746335.tif
molonglo_river_below_yarralumla_creek,Molonglo River Below Yarralumla Creek,-35.309,149.07,539.4,1m,1.0,ACT Government,ACT2020_DEM_6886090_55_01_001.tif
mona_vale_golf_club,Mona Vale Golf Club,-33.681,151.307,3.04,1m,1.0,NSW Government,Sydney201105-LID1-AHD_3426270_56_0002_0002_1m.tif
monal_rd_al,Monal Rd AL,-24.472,151.132,524.07,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
monameta_mathinna_road,Monameta (Mathinna Road),-41.554,147.9872,248.78,1m,1.0,TAS Government,NorthEast2012-DEM-1m_5825399_55.tif
mongarlowe_leweston,Mongarlowe (Leweston),-35.379,150.003,665.5,1m,1.0,NSW Government,Braidwood201501-LID1-AHD_7726080_55_0002_0002_1m.tif
monkira_tm,Monkira TM,-24.8321,140.5536,75.72,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
monsildale_al,Monsildale AL,-26.581,152.325,442.44,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
montacute,Montacute,-34.886,138.756,343.55,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
monterey_keys_al,Monterey Keys AL,-27.886,153.338,4.44,1m,1.0,QLD Government,GoldCoast_2014_LGA_SW_533000_6915000_1K_DEM_1m.tif
moodlu_williams_rd_al,Moodlu (Williams Rd) AL,-27.051,152.912,19.35,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_491000_7007000_1K_DEM_1m.tif
mooga_hills_tm,Mooga Hills TM,-26.2544,148.9453,410.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
moogerah_dam_al,Moogerah Dam AL,-28.0314,152.55,154.33,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_455000_6899000_1K_DEM_1m.tif
moola_bulla_airstrip,Moola Bulla Airstrip,-18.197,127.501,427.87,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
moolap,Moolap,-38.179,144.403,7.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
moolboolaman_al,Moolboolaman AL,-24.981,151.804,68.87,1m,1.0,QLD Government,Bundaberg_2016_Rgn_SW_379000_7236000_1K_DEM_1m.tif
mooliabeenee,Mooliabeenee,-31.329,116.081,185.21,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mooloolaba_tide_al,Mooloolaba Tide AL,-26.684,153.133,2.58,1m,1.0,QLD Government,SunshineCoast_2014_LGA_SW_513000_7048000_1K_DEM_1m.tif
mooloolah_al,Mooloolah AL,-26.7614,152.9822,25.46,1m,1.0,QLD Government,Sunshine_Coast_2022_LGA_SW_498000_7039000_1k_DEM_1m.tif
moondah_brook,Moondah Brook,-31.332,115.951,112.84,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mooral_creek_the_den,Mooral Creek (The Den),-31.664,152.37,650.05,2m,2.0,NSW Government,Wingham201804-LID2-AHD_4406496_56_0002_0002_2m.tif
moore_park_al,Moore Park AL,-24.715,152.24,6.05,1m,1.0,QLD Government,Bundaberg_2016_Rgn_SW_423000_7266000_1K_DEM_1m.tif
moorina_al,Moorina AL,-27.1531,152.8528,215.69,1m,1.0,QLD Government,Moreton_Bay_2018_LGA_SW_485000_6996000_1k_DEM_1m.tif
moorlands_gooburrum_ps_al,Moorlands (Gooburrum PS) AL,-24.785,152.1892,17.43,1m,1.0,QLD Government,Bundaberg_2011_Rgn_SW_418000_7258000_1K_DEM_1m.tif
moppy_lookout_barrington_tops,Moppy Lookout (Barrington Tops),-31.8919,151.5544,1340.57,2m,2.0,NSW Government,UpperManning201805-LID2-AHD_3626470_56_0002_0002_2m.tif
morayfield_al,Morayfield AL,-27.1247,152.9356,18.34,1m,1.0,QLD Government,MoretonBay_2009_LGA_SW_493000_6999000_1K_DEM_1m.tif
morayfield_williamson_rd_al,Morayfield (Williamson Rd) AL,-27.145,152.911,33.54,1m,1.0,QLD Government,MoretonBay_2009_LGA_SW_491000_6997000_1K_DEM_1m.tif
morella,Morella,-36.932,145.584,355.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
moroko_park,Moroko Park,-36.828,145.849,580.89,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
morphettville,Morphettville,-34.978,138.542,11.24,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2756126_54_0001_0001.tif
morton,Morton,-35.3946,150.3715,148.68,1m,1.0,NSW Government,Ulladulla201105-LID1-AHD_2606080_56_0002_0002_1m.tif
moruya_burra_creek,Moruya (Burra Creek),-35.902,149.961,22.24,2m,2.0,NSW Government,Araluen201804-LID2-AHD_7666022_55_0002_0002_2m.tif
moruya_plumwood,Moruya (Plumwood),-35.98,149.855,892.94,2m,2.0,NSW Government,Araluen201804-LID2-AHD_7566014_55_0002_0002_2m.tif
moruya_the_lagoon,Moruya (The Lagoon),-35.768,149.94,50.41,2m,2.0,NSW Government,Araluen201804-LID2-AHD_7646036_55_0002_0002_2m.tif
mount_allyn_repeater,Mount Allyn Repeater,-32.124,151.429,1138.97,2m,2.0,NSW Government,Camberwell201805-LID2-AHD_3506444_56_0002_0002_2m.tif
mount_alma_fig_tree_rd_al,Mount Alma (Fig Tree Rd) AL,-24.042935,150.770555,119.22,50cm,0.5,Griffith Uni,Gladstone201801-DEM-GRID-50cm_2737339_56_0001_0001.tif
mount_alma_galloway_plains_rd_al,Mount Alma (Galloway Plains Rd) AL,-24.187665,150.932853,126.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_alma_rockfield_rd_al,Mount Alma (Rockfield Rd) AL,-24.101914,150.803855,89.79,50cm,0.5,Griffith Uni,Gladstone201307-DEM-GRID-50cm_2767332_56_0001_0001.tif
mount_amhurst,Mount Amhurst,-18.3869,126.9892,308.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_arapalies,Mount Arapalies,-36.75,141.833,325.09,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_augustus_airstrip,Mount Augustus Airstrip,-24.308,116.909,388.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_aunt_tm,Mount Aunt Tm,-17.0753,145.4009,507.99,50cm,0.5,Griffith Uni,Cairns201308-DEM-GRID-50cm_3298111_55_0001_0001.tif
mount_barnett,Mount Barnett,-16.737,125.909,405.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_barrington,Mount Barrington,-32.04,151.404,1553.79,2m,2.0,NSW Government,Camberwell201805-LID2-AHD_3486454_56_0002_0002_2m.tif
mount_belmont_rep,Mount Belmont (Rep),-42.713,146.974,435.71,2m,2.0,TAS Government,Tasmania_Statewide_2m_DEM_14-08-2021.tif
mount_benambra_fire_tower,Mount Benambra Fire Tower,-36.5052,147.5747,1461.86,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_buffalo,Mount Buffalo,-36.722,146.819,1344.95,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_cann_fire_tower,Mount Cann Fire Tower,-37.6469,148.9792,523.42,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_clere,Mount Clere,-25.0964,117.5922,416.7,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_cole_ck_at_crowlands,Mount Cole Ck at Crowlands,-37.165,143.092,259.3,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_cottrell_repeater,Mount Cottrell Repeater,-37.764,144.621,193.33,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_darragh,Mount Darragh,-36.84,149.521,889.73,2m,2.0,NSW Government,Bega201804-LID2-AHD_7245918_55_0002_0002_2m.tif
