LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
435410/1,20012533,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-08,1,Granted,9681531,,,,
440423/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-28,2026-08-28,2027-08-30,1,Granted,10259453,,,,
440433/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-26,2026-02-26,2027-03-01,1,Granted,10259458,,,,
440440/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-11,2026-06-11,2026-09-14,1,Granted,10259465,,,,
440464/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-27,2025-11-27,2026-11-27,1,Granted,10259478,,,,
440529/1,455305,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-30,2026-06-30,2027-01-01,1,Granted,9637562,,,,
440638/1,455305,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-30,2026-06-30,2027-01-01,1,Granted,9681737,,,,
448404/2,20062681,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-06-05,2026-06-05,2027-07-15,1,Granted,13050410,,,,
453503/2,20070415,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-21,1,Granted,13023392,,,,
455529/1,1401916,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806510,,,,
455532/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806512,,,,
455565/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806522,,,,
455578/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806526,,,,
455658/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806553,,,,
455662/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806555,,,,
455664/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806556,,,,
455666/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806557,,,,
479658/1,537746,5,501,Maritime Coast,Limited Coast Assigned System,2026-08-28,2026-08-28,2027-09-06,1,Granted,9637988,,,,
480262/1,539042,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-01,2025-11-01,2026-09-29,1,Granted,9845127,,,,
493290/1,46975,5,501,Maritime Coast,Limited Coast Assigned System,2026-08-17,2026-08-17,2027-09-19,1,Granted,9829783,,,,
496511/2,20026547,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-06-16,1,Granted,10275968,,,,
499104/2,564292,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-03,2026-07-03,2027-07-08,1,Granted,9855144,20011258_ME150_3,,,
508491/2,20062681,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-21,2026-06-21,2027-07-31,1,Granted,12884110,,,,
509001/1,1138241,3,308,Land Mobile,Paging System - Interior,2026-07-13,2026-07-13,2027-07-28,1,Granted,9686289,,,,
512364/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806575,,,,
513199/2,514483,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-13,1,Granted,10671545,1130096_SC899A,,,
518115/1,49933,5,501,Maritime Coast,Limited Coast Assigned System,2025-11-21,2025-11-21,2026-12-31,1,Granted,9638741,,,,
521029/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9680654,,,,
521152/1,3792,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-10,2026-07-10,2027-06-30,1,Granted,9687372,,,,
521507/1,3792,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-10,2026-07-10,2027-06-30,1,Granted,9687436,,,,
523509/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862807,,,,
523513/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862809,,,,
524263/1,1412719,3,308,Land Mobile,Paging System - Interior,2026-01-19,2026-01-19,2026-12-31,1,Granted,9687800,,,,
524266/1,1412719,3,307,Land Mobile,Paging System - Exterior,2026-01-19,2026-01-19,2026-12-31,1,Granted,9687802,,,,
524669/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806588,,,,
524675/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806592,,,,
524973/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9680803,,,,
528075/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9680908,,,,
529202/1,3792,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-10,2026-07-10,2027-06-30,1,Granted,9688243,,,,
529856/1,1442121,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-05,2026-03-05,2027-03-26,1,Granted,9688281,,,,
530718/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9681028,,,,
531023/1,455305,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-30,2026-06-30,2027-01-01,1,Granted,9688376,,,,
531059/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854389,,,,
531263/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9681082,,,,
531330/1,3792,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-10,2026-07-10,2027-06-30,1,Granted,9688420,,,,
5709/1,1147602,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-06-07,2026-06-07,2027-07-17,1,Granted,9836160,,,,
62527/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669826,,,,
62562/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669834,,,,
62572/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669836,,,,
62576/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669839,,,,
62588/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669842,,,,
62658/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669855,,,,
62664/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669861,,,,
62666/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669862,,,,
62668/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669864,,,,
62670/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669866,,,,
62674/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669867,,,,
62676/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669869,,,,
62762/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669892,,,,
62822/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669907,,,,
62830/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669911,,,,
62844/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669923,,,,
62846/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669924,,,,
62848/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669926,,,,
62931/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669936,,,,
62980/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669950,,,,
63019/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669953,,,,
63021/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669955,,,,
63089/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669962,,,,
63091/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669964,,,,
63121/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669966,,,,
63155/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669973,,,,
63171/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9669979,,,,
63263/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670006,,,,
63274/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670009,,,,
63475/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670038,,,,
63639/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670076,,,,
63643/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670078,,,,
63645/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670079,,,,
63721/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670110,,,,
64384/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670276,,,,
64386/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670278,,,,
64454/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670301,,,,
64479/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670306,,,,
64513/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670309,,,,
64519/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670311,,,,
64522/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670313,,,,
64524/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670314,,,,
64549/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670318,,,,
64572/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670320,,,,
64639/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670324,,,,
64650/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670327,,,,
64651/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670328,,,,
64652/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670330,,,,
64659/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670334,,,,
64661/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670336,,,,
64666/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670338,,,,
65147/1,20053835,2,200,Fixed,Point to Multipoint,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670352,,,,
65343/1,20053835,2,200,Fixed,Point to Multipoint,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670385,,,,
74701/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670860,,,,
74703/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670861,,,,
74953/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670940,,,,
74955/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9670942,,,,
75430/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671128,,,,
75610/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671180,,,,
76264/1,20053835,2,200,Fixed,Point to Multipoint,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671323,,,,
76606/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671412,,,,
76941/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671479,,,,
78158/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671885,,,,
78160/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671887,,,,
78179/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671899,,,,
78485/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9671952,,,,
78947/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672098,,,,
78957/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672101,,,,
78965/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672103,,,,
79182/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672162,,,,
79186/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672164,,,,
79414/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672253,,,,
79440/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672267,,,,
79711/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672352,,,,
79713/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672353,,,,
79714/1,20053835,2,200,Fixed,Point to Multipoint,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672354,,,,
79807/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672369,,,,
79900/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672410,,,,
79948/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672436,,,,
80235/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672488,,,,
80641/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672656,,,,
80705/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672670,,,,
81103/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9672730,,,,
83490/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9673385,,,,
83498/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9673391,,,,
84150/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9673549,,,,
85204/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9673758,,,,
85337/1,20053835,2,203,Fixed,Point to Point,2026-04-12,2026-04-11,2028-05-19,1,Granted,9673784,,,,
85743/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9673887,,,,
86078/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9673952,,,,
86563/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674070,,,,
86567/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674077,,,,
87461/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674304,,,,
87764/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674386,,,,
88170/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674468,,,,
88172/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674470,,,,
88236/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674495,,,,
88447/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674519,,,,
88460/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674521,,,,
88697/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674559,,,,
88798/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674584,,,,
89143/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9674642,,,,
9263429,1136980,85,868,Spectrum,800 MHz Band,2023-01-27,2013-06-18,2028-06-17,1,Granted,,,,,
9263433,20053843,85,868,Spectrum,800 MHz Band,2023-02-09,2013-06-18,2028-06-17,1,Granted,,,,,
9263448,1103276,85,850,Spectrum,1800 MHz Band,2023-05-04,2013-06-18,2028-06-17,1,Granted,,,,,
9263452,1133304,85,850,Spectrum,1800 MHz Band,2023-05-04,2013-06-18,2028-06-17,1,Granted,,,,,
9367136,1133304,85,850,Spectrum,1800 MHz Band,2023-05-04,2015-05-04,2028-06-17,1,Granted,,,,,
9448619,8129031,85,857,Spectrum,2.3 GHz Band,2024-05-02,2024-05-02,2030-07-24,1,Granted,,,,,
9460720,1103276,85,857,Spectrum,2.3 GHz Band,2023-12-21,2015-07-25,2030-07-24,1,Granted,,,,,
9469858,1149289,85,870,Spectrum,700 MHz Band,2026-04-09,2015-01-01,2029-12-31,1,Granted,,,,,
9469862,20053843,85,870,Spectrum,700 MHz Band,2026-04-09,2015-01-01,2029-12-31,1,Granted,,,,,
9469864,1149289,85,871,Spectrum,2.5 GHz Band,2014-09-17,2014-10-01,2029-09-30,1,Granted,,,,,
9469871,20053843,85,871,Spectrum,2.5 GHz Band,2023-02-09,2014-10-01,2029-09-30,1,Granted,,,,,
94885/1,1147602,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-06-07,2026-06-07,2027-07-17,1,Granted,9633318,,,,
95013/1,1147602,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-06-07,2026-06-07,2027-07-17,1,Granted,9633326,,,,
9619844,1136980,85,850,Spectrum,1800 MHz Band,2023-05-05,2015-06-05,2028-06-17,1,Granted,,,,,
9800320/2,51920,2,200,Fixed,Point to Multipoint,2026-07-24,2026-07-24,2027-07-26,1,Granted,9841711,20003443,,,
9827646/2,1423905,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-05,2025-09-05,2026-09-23,1,Granted,12112857,20025735_220302,,,
9837281/4,20048777,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-02,2025-09-02,2026-10-08,1,Granted,11327867,1143026_CTL150,,,
9846309/1,20025709,3,302,Land Mobile,Ambulatory System,2025-09-03,2025-09-03,2026-10-12,1,Granted,9847735,20025735_150265,,,
9849560/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849640,20011258_GC745,,,
9849561/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849639,20011258_GC745,,,
9849562/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849642,20011258_GC745,,,
9849563/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849641,20011258_GC745,,,
9849564/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849643,20011258_GC745,,,
9849565/3,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-29,2025-09-29,2027-04-15,1,Granted,12151042,20054753_LMS_PC632_1,,,
9849566/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849645,20011258_GC745,,,
9849567/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849646,20011258_GC745,,,
9849568/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849647,20011258_GC745,,,
9849569/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849648,20011258_GC745,,,
9849570/1,1144588,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-23,1,Granted,9849649,20011258_GC745,,,
9853378/3,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258514,20011258_PC425_1,,,
9853379/3,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258515,20011258_PC425_2,,,
9853380/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258504,20011258_PC408_5,,,
9853382/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258510,20011258_PC408_6,,,
9853383/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258508,20011258_PC408_7,,,
9853384/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258503,20011258_PC408_8,,,
9853385/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258509,20011258_PC408_9,,,
9853386/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258507,20011258_PC408_10,,,
9853387/3,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258517,20011258_PC455_1,,,
9853388/3,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258516,20011258_PC455_2,,,
9853389/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258506,20011258_PC408_13,,,
9853390/2,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-01,1,Granted,10258505,20011258_PC408_14,,,
9862305/2,20029058,2,203,Fixed,Point to Point,2026-06-02,2026-06-02,2027-04-18,1,Granted,10069768,1148302_000517,,,
9867964/2,20036497,2,203,Fixed,Point to Point,2026-03-11,2026-03-11,2027-03-19,1,Granted,10441703,20011258_PC412_1,,,
9886785/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9887100,1148302_000790,,,
9886786/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9887101,1148302_000790,,,
9886787/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9887102,1148302_000790,,,
9886788/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9887103,1148302_000790,,,
