LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
1566417/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9736203,,,,
1566637/2,20062681,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-21,2025-12-21,2027-01-29,1,Granted,12776374,,,,
1566774/2,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,10887692,20016317_JSMFAC6133,,,
1566854/1,15363,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-02,2026-06-02,2027-06-09,1,Granted,9736425,,,,
1566902/1,1209171,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-27,2026-02-27,2027-03-03,1,Granted,9736457,,,,
1566940/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9736497,,,,
1566941/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9736499,,,,
1567195/1,20000408,2,201,Fixed,Point to Multipoint - Land Mobile Spec,2025-10-16,2025-10-16,2026-09-11,1,Granted,9802604,,,,
1567370/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9643469,,,,
1567728/2,20041324,3,307,Land Mobile,Paging System - Exterior,2025-12-19,2025-12-19,2026-12-31,1,Granted,10730037,,,,
1568972/2,20026788,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-10,2026-06-10,2027-06-19,1,Granted,9885186,,,,
1569301/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738544,,,,
1569302/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738546,,,,
1569303/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738548,,,,
1569304/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738550,,,,
1569306/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738554,,,,
1569307/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738556,,,,
1569308/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738558,,,,
1569309/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738560,,,,
1569310/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738562,,,,
1569311/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738564,,,,
1569312/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738566,,,,
1569313/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738568,,,,
1569315/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738572,,,,
1569317/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738576,,,,
1569318/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738578,,,,
1569319/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738580,,,,
1569338/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738590,,,,
1569339/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738592,,,,
1569340/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738594,,,,
1569341/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738596,,,,
1569342/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738598,,,,
1569344/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738602,,,,
1569345/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738604,,,,
1569346/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738606,,,,
1569347/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9738609,,,,
1569448/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9738655,,,,
1569540/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9738697,,,,
1569727/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9643557,,,,
1569751/1,1144544,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-03,2026-03-03,2027-03-25,1,Granted,9738736,,,,
157922/1,92512,3,308,Land Mobile,Paging System - Interior,2026-02-06,2026-02-06,2027-02-08,1,Granted,9667766,,,,
15824/1,6552,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-03,2025-06-03,2026-06-26,10,Expired,9836521,,,,
159069/1,93637,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-06,2025-08-06,2026-09-01,1,Granted,9804652,,,,
16572/3,20062810,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-01,2025-09-01,2026-09-05,1,Granted,12848542,20025735_250283,,,
165892/1,1404142,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-09,2025-10-09,2026-10-20,1,Granted,9667799,,,,
166337/8,1419950,6,602,Amateur,Amateur Repeater,2025-10-14,2025-10-14,2026-10-11,1,Granted,12152616,20029952_VK4RTQ_3,,,
166597/1,100395,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-07-04,2026-07-04,2027-08-13,1,Granted,9808642,,,,
166598/1,100395,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-07-04,2026-07-04,2027-08-13,1,Granted,9808643,,,,
166599/1,100395,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-07-04,2026-07-04,2027-08-13,1,Granted,9808644,,,,
166600/1,100395,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-07-04,2026-07-04,2027-08-13,1,Granted,9808645,,,,
166817/1,1144507,2,203,Fixed,Point to Point,2026-03-13,2026-03-13,2027-03-27,1,Granted,9676225,,,,
167645/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-15,2026-06-15,2027-06-16,1,Granted,9667823,,,,
168540/1,521072,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862741,,,,
169629/1,102982,5,502,Maritime Coast,Limited Coast Marine Rescue,2025-10-12,2025-10-12,2026-11-21,1,Granted,9634480,,,,
169633/1,102982,5,502,Maritime Coast,Limited Coast Marine Rescue,2025-10-12,2025-10-12,2026-11-21,1,Granted,9634483,,,,
169710/1,103087,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-09,2025-09-09,2026-09-30,1,Granted,9839929,,,,
169945/1,58075,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-14,2026-04-14,2027-04-14,1,Granted,9667922,,,,
170602/1,105056,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-24,2026-02-24,2027-01-15,1,Granted,9667934,,,,
170712/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9667942,,,,
170713/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9667943,,,,
170728/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9667946,,,,
170729/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9667947,,,,
171862/1,107618,2,203,Fixed,Point to Point,2025-10-17,2025-10-17,2026-10-07,1,Granted,9808652,,,,
171865/1,107618,2,203,Fixed,Point to Point,2025-10-17,2025-10-17,2026-10-07,1,Granted,9808654,,,,
17323/1,1209404,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-14,2026-06-14,2027-07-23,1,Granted,9836650,,,,
17405/1,1209404,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-14,2026-06-14,2027-07-23,1,Granted,9836689,,,,
174481/1,118314,6,602,Amateur,Amateur Repeater,2026-07-10,2026-07-10,2027-08-05,1,Granted,9650299,,,,
174829/1,119511,5,502,Maritime Coast,Limited Coast Marine Rescue,2025-08-21,2025-08-21,2026-09-30,1,Granted,9811654,,,,
174901/1,1144688,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-06,2026-03-06,2027-04-05,1,Granted,9667998,,,,
178411/1,1220209,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-23,2025-09-23,2026-10-15,1,Granted,9668039,,,,
179312/1,50110,5,501,Maritime Coast,Limited Coast Assigned System,2025-11-21,2025-11-21,2026-12-31,1,Granted,9634563,,,,
1800259/1,20008374,3,307,Land Mobile,Paging System - Exterior,2025-12-10,2025-12-10,2026-12-31,1,Granted,9745141,,,,
1800275/1,20008374,3,307,Land Mobile,Paging System - Exterior,2025-12-10,2025-12-10,2026-12-31,1,Granted,9745167,,,,
1800303/1,20008374,3,307,Land Mobile,Paging System - Exterior,2025-12-10,2025-12-10,2026-12-31,1,Granted,9745229,,,,
1800312/1,20008374,3,307,Land Mobile,Paging System - Exterior,2025-12-10,2025-12-10,2026-12-31,1,Granted,9745244,,,,
1800313/1,20008374,3,307,Land Mobile,Paging System - Exterior,2025-12-10,2025-12-10,2026-12-31,1,Granted,9745245,,,,
1800330/1,20008374,3,307,Land Mobile,Paging System - Exterior,2025-12-10,2025-12-10,2026-12-31,1,Granted,9745276,,,,
1801825/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293686,1148302_App_Sub_007163,,,
1801826/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293687,1148302_App_Sub_007163,,,
1801827/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293688,1148302_App_Sub_007163,,,
1801828/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293689,1148302_App_Sub_007163,,,
1801829/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747829,,,,
1801830/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747831,,,,
1801831/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747833,,,,
1801832/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747835,,,,
1801833/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747837,,,,
1801834/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747840,,,,
1801835/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747842,,,,
1801836/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747844,,,,
1801837/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747846,,,,
1801838/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747848,,,,
1801839/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747850,,,,
1801840/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747852,,,,
1801841/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293690,1148302_App_Sub_007163,,,
1801842/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293691,1148302_App_Sub_007163,,,
1801843/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293692,1148302_App_Sub_007163,,,
1801844/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293693,1148302_App_Sub_007163,,,
1801845/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747863,,,,
1801846/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747864,,,,
1801847/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747865,,,,
1801848/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747866,,,,
1801849/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747868,,,,
1801850/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747870,,,,
1801851/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747872,,,,
1801852/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747874,,,,
1801853/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747876,,,,
1801854/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747886,,,,
1801855/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747888,,,,
1801856/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9747890,,,,
1801888/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9793867,,,,
1801889/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9793868,,,,
1802810/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749737,,,,
1802811/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749739,,,,
1802812/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749741,,,,
1802813/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749743,,,,
1802814/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749746,,,,
1802815/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749748,,,,
1802816/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749750,,,,
1802817/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9749752,,,,
1802834/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293697,1148302_App_Sub_007163,,,
1802835/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293696,1148302_App_Sub_007163,,,
1802836/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293695,1148302_App_Sub_007163,,,
1802837/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293694,1148302_App_Sub_007163,,,
1802840/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9712765,,,,
1802841/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9712767,,,,
1802842/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9712769,,,,
1802843/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9712771,,,,
1802854/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9712792,,,,
1802855/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9712794,,,,
1802953/1,37658,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-07-29,1,Granted,9749985,,,,
1803341/1,70610,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-30,2026-03-30,2027-03-31,1,Granted,9750167,,,,
1804791/1,20017373,2,203,Fixed,Point to Point,2026-03-11,2026-03-11,2027-04-19,1,Granted,9713848,,,,
1806521/2,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,11196558,20038343_QR75_8,,,
1806551/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,9795822,,,,
1806658/1,20017373,2,203,Fixed,Point to Point,2026-06-03,2026-06-03,2027-07-12,1,Granted,9714381,,,,
1806659/1,20017373,2,203,Fixed,Point to Point,2026-06-03,2026-06-03,2027-07-12,1,Granted,9714382,,,,
1900001/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9753035,,,,
1900002/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9753036,,,,
1900121/1,769,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-02,2026-02-02,2027-02-06,1,Granted,9753045,,,,
1900268/2,20007586,2,203,Fixed,Point to Point,2026-02-20,2026-02-20,2027-03-31,1,Granted,10758750,20029601_APP_OP-50651,,,
1901423/1,1144992,1,114,Broadcasting,Foundation Cat 1 DRMT,2023-11-15,2023-11-15,2038-11-30,1,Granted,10063493,,,,
1901424/1,1144992,1,114,Broadcasting,Foundation Cat 1 DRMT,2023-11-15,2023-11-15,2038-11-30,1,Granted,10063494,,,,
1901542/2,20056117,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-19,2026-05-19,2027-05-19,1,Granted,12138699,,,,
1902152/1,1139904,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-01,2026-05-01,2027-06-05,1,Granted,9753381,,,,
1902176/1,79946,2,203,Fixed,Point to Point,2026-05-11,2026-05-11,2027-05-30,1,Granted,9715186,,,,
1902177/1,79946,2,203,Fixed,Point to Point,2026-05-11,2026-05-11,2027-05-30,1,Granted,9715188,,,,
1902869/1,1145256,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-24,2025-06-24,2026-06-23,10,Expired,9753570,,,,
1903205/1,20007586,2,203,Fixed,Point to Point,2026-02-20,2026-02-20,2027-03-31,1,Granted,9715386,,,,
1903265/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9753639,,,,
1903376/1,20013050,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-26,2026-06-26,2027-07-06,1,Granted,9753694,,,,
1903409/1,79601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854514,,,,
1903832/1,17444,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-14,2025-10-14,2026-11-01,1,Granted,9753765,,,,
1903981/1,1424960,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-23,2026-07-23,2027-07-28,1,Granted,9753785,,,,
1904021/2,514483,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-13,1,Granted,10671546,1130096_SC899B,,,
1904022/1,514483,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-13,1,Granted,9753801,,,,
1904023/1,514483,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-13,1,Granted,9753802,,,,
1904036/2,20056117,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-19,2026-05-19,2027-05-19,1,Granted,12138698,,,,
1904052/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9715654,,,,
1904053/2,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,12275925,20056206_App_Sub_011944,,,
1904251/1,20007586,2,203,Fixed,Point to Point,2026-02-20,2026-02-20,2027-03-31,1,Granted,9715707,,,,
1904310/3,20021476,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-06-30,1,Granted,12938017,20011258_RCS313,,,
1904423/2,20031759,1,104,Broadcasting,Narrowband Area Service station(s),2026-05-28,2026-05-28,2026-08-31,1,Granted,10259382,,,,
1904491/1,56398,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2026-12-11,1,Granted,9753876,,,,
1904774/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9753933,,,,
1904775/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9753936,,,,
1905032/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754151,,,,
1905033/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754156,,,,
1905034/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754160,,,,
1905035/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754164,,,,
1905036/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754169,,,,
1905043/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754201,,,,
1905044/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754205,,,,
1905045/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754209,,,,
1905046/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754214,,,,
1905047/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754218,,,,
1905048/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754222,,,,
1905049/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754226,,,,
1905050/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9754230,,,,
