Title,Station Number,Lat,Long,Basin,LGA Name,Location Types
Sandy Creek Tm,529067,-18.6182,139.0627,Nicholson River,Burke Shire,Rain Gauge / Water Level
Sandy Waterhole Tm,529068,-18.0418,139.1922,Nicholson River,Burke Shire,Water Level
Thorntonia Tm,529070,-19.503,138.9473,Nicholson River,Mount Isa City,Rain Gauge
Esmeralda Rr TM,529071,-18.8804,142.5623,Norman River,Croydon Shire,Water Level
Neumeyer Valley Station Tm,529073,-18.4732,140.2296,Leichhardt River,Carpentaria Shire,Rain Gauge / Water Level
Oakland Park Tm,529074,-17.9259,142.0255,Norman River,Croydon Shire,Rain Gauge
Prospect Tm,529075,-18.9155,142.2502,Norman River,Croydon Shire,Rain Gauge
Fish Hole Creek Tm,529076,-17.6318,141.993,Norman River,Croydon Shire,Rain Gauge
Claraville Tm,529077,-18.658,141.711,Norman River,Croydon Shire,Rain Gauge
Mundjuro Tm,529078,-19.2781,141.5907,Norman River,Carpentaria Shire,Rain Gauge
Savanah Tm,529079,-19.6168,142.2362,Norman River,McKinlay Shire,Rain Gauge
Saxby River Ldr Tm,529080,-19.4823,141.2343,Flinders River,McKinlay Shire,Water Level
East Leichardt Dam TM,529082,-20.7797,139.7849,Leichhardt River,Cloncurry Shire,Rain Gauge
Brennans Knob Tm,529085,-18.4571,142.5626,Norman River,Croydon Shire,Rain Gauge
Albert River Tm,529086,-17.8615,139.4081,Nicholson River,Burke Shire,Water Level
McKinlay River Lh TM,529087,-21.2668,141.2827,Flinders River,McKinlay Shire,Water Level
Seymour Gap TM,529088,-21.6187,141.3328,Flinders River,McKinlay Shire,Rain Gauge
Toorak Research Station TM,529089,-21.0314,141.8003,Flinders River,McKinlay Shire,Rain Gauge
Four Ways Wdr Tm,529090,-19.2497,140.3673,Flinders River,Cloncurry Shire,Rain Gauge
Florence Creek TM,529091,-21.2014,140.5077,Flinders River,Cloncurry Shire,Rain Gauge
Snake Creek TM,529092,-20.9882,140.6531,Flinders River,Cloncurry Shire,Rain Gauge
Roxmere Station TM,529093,-20.835,140.5147,Flinders River,Cloncurry Shire,Rain Gauge / Water Level
Devencourt Station,529094,-21.2149,140.2339,Flinders River,Cloncurry Shire,Rain Gauge
Porcupine Creek Tm,530030,-20.6936,144.3778,Flinders River,Flinders Shire,Rain Gauge / Water Level
Whites Mountain Tm,530031,-20.5467,144.6619,Flinders River,Flinders Shire,Rain Gauge / Water Level
Upper Poison Creek Alert,530036,-17.806,144.9594,Herbert River,Tablelands Regional,Rain Gauge
Hampstead Tm,530039,-19.8712,143.6155,Flinders River,Richmond Shire,Rain Gauge
Burleigh Tm,530040,-19.9447,143.1733,Flinders River,Richmond Shire,Rain Gauge
Dutton River Tm,530041,-20.6284,143.3612,Flinders River,Richmond Shire,Rain Gauge / Water Level
Glenmoan Station Tm,530042,-20.815,144.4398,Flinders River,Flinders Shire,Rain Gauge / Water Level
Hughenden Tm,530043,-20.841,144.2011,Flinders River,Flinders Shire,Rain Gauge / Water Level
Walker Creek (Winton Road) Tm,530044,-21.0647,144.0169,Flinders River,Flinders Shire,Rain Gauge
Reedy Springs Station Tm,530046,-19.9659,144.6834,Flinders River,Charters Towers Regional,Rain Gauge
Fog Creek Tm,530050,-19.2463,143.0669,Norman River,Croydon Shire,Rain Gauge
Strathpark Tm,530051,-19.6049,143.1695,Norman River,Croydon Shire,Rain Gauge
Carpentaria Bridge TM,530052,-18.7272,144.3125,Gilbert River,Etheridge Shire,Rain Gauge / Water Level
Basalt River (Gregory Dev Rd) Tm,530053,-19.6306,145.7734,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Fletchervale Rd (Wando Vale) Tm,530054,-19.8319,145.1988,Burdekin River,Charters Towers Regional,Rain Gauge
Lolworth Creek Tm,530055,-20.2021,145.0248,Burdekin River,Charters Towers Regional,Rain Gauge
Maryvale Ck (Niall Rd) Tm,530056,-19.4826,145.2713,Burdekin River,Charters Towers Regional,Rain Gauge
Alick Creek Rwr TM,530058,-21.1832,142.921,Flinders River,Richmond Shire,Rain Gauge / Water Level
Wyoming Ssdr TM,530059,-21.2566,143.5555,Flinders River,Flinders Shire,Rain Gauge
Mt Desolation TM,530060,-20.5533,144.1459,Flinders River,Flinders Shire,Rain Gauge
Dutton River TM,530061,-20.2932,143.8714,Flinders River,Flinders Shire,Rain Gauge
Villa Dale TM,530062,-20.6077,143.4753,Flinders River,Richmond Shire,Rain Gauge / Water Level
HulbERRTS Bridge Tm,530163,-20.6419,142.6281,Flinders River,Richmond Shire,Rain Gauge / Water Level
Marathon Tm,530164,-20.8175,143.5769,Flinders River,Flinders Shire,Rain Gauge / Water Level
The Boulders Tm,531022,-17.3489,145.8725,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Peets Bridge Tm,531023,-17.1331,145.7625,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Bucklands Tm,531024,-17.3833,145.9667,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Bairds Tm,531029,-16.1817,145.2808,Daintree River,Douglas Shire,Rain Gauge / Water Level
Bones Knob Alert,531032,-17.2206,145.4469,Barron River,Tablelands Regional,Rain Gauge / Repeater
Mareeba Alert,531033,-17.0022,145.4292,Barron River,Mareeba Shire,Rain Gauge / Water Level
Tinaroo Dam Alert,531034,-17.1642,145.5464,Barron River,Tablelands Regional,Rain Gauge / Water Level / Reservoir
Emerald Crest Alert,531035,-17.0233,145.5183,Barron River,Mareeba Shire,Rain Gauge
Bilwon Alert,531036,-16.8419,145.4433,Barron River,Mareeba Shire,Rain Gauge / Water Level
Bolton Road Alert,531037,-16.8911,145.5458,Barron River,Mareeba Shire,Rain Gauge / Water Level
Mona Mona Alert,531038,-16.7319,145.5111,Barron River,Mareeba Shire,Rain Gauge
Flaggy Creek Alert,531039,-16.7803,145.5303,Barron River,Mareeba Shire,Rain Gauge / Water Level
Myola Alert,531040,-16.8,145.6119,Barron River,Mareeba Shire,Rain Gauge / Water Level
Lake Placid Alert,531041,-16.8683,145.6731,Barron River,Cairns Regional,Water Level
Brinsmead Alert,531042,-16.8886,145.7108,Barron River,Cairns Regional,Rain Gauge / Repeater
Saddle Mountain Alert,531043,-16.8183,145.6628,Barron River,Mareeba Shire,Gateway
The Fisheries Tm,531046,-17.1853,145.7239,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Yourka Alert,531047,-18.0081,145.4706,Herbert River,Tablelands Regional,Rain Gauge
Kamerunga Bridge Alert,531048,-16.8747,145.6856,Barron River,Cairns Regional,Rain Gauge / Water Level
Cairns Airport Alert,531049,-16.8622,145.7419,Barron River,Cairns Regional,Rain Gauge / Water Level
Cairns Harbour Tide Al,531050,-16.9267,145.7808,Mulgrave-Russell Rivers,Cairns Regional,Water Level / Tide Gauge
Gordonvale Alert,531051,-17.1011,145.7894,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level / Repeater
Peets Bridge Alert,531052,-17.1336,145.7644,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Boar Pocket ALERT,531054,-17.1967,145.6694,Barron River,Tablelands Regional,Rain Gauge
Maalan Road Alert,531055,-17.6247,145.5969,Tully River,Tablelands Regional,Rain Gauge / Repeater
Tully Weir Alert,531056,-17.7772,145.565,Tully River,Tablelands Regional,Rain Gauge
Bolinda Estate Alert,531057,-17.8311,145.7053,Tully River,Cassowary Coast Regional,Rain Gauge / Water Level
Koombooloomba Alert,531058,-17.8328,145.6011,Tully River,Tablelands Regional,Rain Gauge
Redlynch Tm,531061,-16.9422,145.6953,Barron River,Cairns Regional,Water Level
Whyanbeel Ck Tm,531067,-16.3903,145.3381,Daintree River,Douglas Shire,Rain Gauge / Water Level
China Camp Tm,531071,-15.985,145.2878,Daintree River,Douglas Shire,Rain Gauge / Water Level
Redlynch Alert,531072,-16.9422,145.6953,Barron River,Cairns Regional,Water Level
Clyde Rd Alert,531074,-17.3247,145.9522,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Goldsborough Valley Alert,531075,-17.2464,145.7744,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge
The Fisheries Alert,531076,-17.1853,145.7239,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Gillies Lookout Alert,531077,-17.1706,145.6886,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Repeater
Cameron Creek Tm,531078,-18.0669,145.34,Herbert River,Tablelands Regional,Water Level
Gunnawarra Al (Rudd Ck),531081,-17.9164,145.1503,Herbert River,Tablelands Regional,Rain Gauge / Water Level
Ben Avon Alert,531082,-17.8072,145.325,Herbert River,Tablelands Regional,Rain Gauge
Vohland Rd Tm,531092,-17.1372,145.8572,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge
Peets Bridge Alert-B,531099,-17.1336,145.7644,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Thomatis Creek Alert,531100,-16.8514,145.7171,Barron River,Cairns Regional,Water Level
Cardstone Alert,531102,-17.7642,145.5936,Tully River,Cassowary Coast Regional,Rain Gauge
Glen Allyn Alert,531103,-17.3808,145.6508,Johnstone River,Tablelands Regional,Rain Gauge / Water Level
Tully Gorge Alert,531104,-17.7725,145.6503,Tully River,Cassowary Coast Regional,Rain Gauge / Water Level
Daintree Village Tm,531110,-16.2497,145.3172,Daintree River,Douglas Shire,Rain Gauge / Water Level
Extended Range Alert,531116,-17.5512,145.2111,Herbert River,Tablelands Regional,Rain Gauge
Native Wells Alert,531117,-18.1469,145.0934,Herbert River,Tablelands Regional,Rain Gauge
Wooroora Alert,531118,-17.9331,145.5249,Herbert River,Tablelands Regional,Rain Gauge
Wild River Tm,531120,-17.3663,145.4317,Herbert River,Tablelands Regional,Rain Gauge / Water Level
Wongabel Tm,531121,-17.3379,145.4802,Barron River,Tablelands Regional,Rain Gauge
Bromfield Swamp Tm,531122,-17.3725,145.5398,Barron River,Tablelands Regional,Rain Gauge
Malanda Tm,531123,-17.3305,145.6064,Johnstone River,Tablelands Regional,Rain Gauge
Scrubby Creek Tm,531124,-17.3033,145.4617,Barron River,Tablelands Regional,Rain Gauge
Wondecla Tm,531125,-17.4364,145.4217,Herbert River,Tablelands Regional,Rain Gauge
Ryan Weare Park TM,531126,-16.8852,145.7032,Barron River,Cairns Regional,Water Level
Wonga Park Alert,531127,-17.3441,145.9285,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Glenoma Park Alert,531128,-16.8988,145.7083,Barron River,Cairns Regional,Rain Gauge / Water Level
Currunda Creek Tm,531129,-16.9347,145.692,Barron River,Cairns Regional,Rain Gauge / Water Level
Rocks Rd Reserve Tm,531130,-16.9278,145.6975,Barron River,Cairns Regional,Rain Gauge / Water Level
Mary Parker Drive TM,531131,-16.9427,145.6956,Barron River,Cairns Regional,Rain Gauge / Water Level
Barratt Creek Tm,531132,-16.2626,145.3371,Daintree River,Douglas Shire,Water Level
Craiglie Tm,531133,-16.5395,145.474,Mossman River,Douglas Shire,Rain Gauge
Port Douglas Tm,531134,-16.4938,145.4609,Mossman River,Douglas Shire,Rain Gauge
Diwan Tm,531135,-16.2031,145.404,Daintree River,Douglas Shire,Rain Gauge
The Cascades Alert,531136,-16.9546,145.6879,Barron River,Cairns Regional,Rain Gauge
Mount Mulligan TM,531144,-16.8737,144.893,Mitchell River (Qld),Mareeba Shire,Rain Gauge
Creb Track Tm,531145,-16.1958,145.2922,Daintree River,Douglas Shire,Water Level
Yandill Tm,531146,-16.0555,145.3073,Daintree River,Douglas Shire,Rain Gauge
Mossman Treatment Plant Tm,531147,-16.4509,145.3776,Mossman River,Douglas Shire,Rain Gauge
Stewart Creek Valley Tm,531148,-16.3166,145.3202,Daintree River,Douglas Shire,Rain Gauge
Rex Creek Intake TM,531149,-16.4739,145.3228,Daintree River,Douglas Shire,Rain Gauge
Davies Creek Road Tm,531155,-17.0232,145.5858,Barron River,Mareeba Shire,Rain Gauge / Water Level
Davies Creek Tm,531156,-16.9416,145.5416,Barron River,Mareeba Shire,Water Level
Mount Aunt Tm,531157,-17.0753,145.4009,Barron River,Mareeba Shire,Rain Gauge
Tinaroo Creek Tm,531158,-17.0956,145.5217,Barron River,Mareeba Shire,Rain Gauge
Biboohra Tm,531159,-16.9159,145.4228,Barron River,Mareeba Shire,Rain Gauge / Water Level
Upper Spence Creek TM,531160,-16.3165,145.0995,Mitchell River (Qld),Mareeba Shire,Rain Gauge / Repeater
Ingham Depot Alert,532008,-18.67,146.1539,Herbert River,Hinchinbrook Shire,Rain Gauge
Sweeney Creek U/S Alert,532009,-17.5261,146.0242,Johnstone River,Cassowary Coast Regional,Rain Gauge / Water Level
Sweeney Creek D/S Alert,532013,-17.5261,146.0242,Johnstone River,Cassowary Coast Regional,Water Level
Saltwater Creek Alert,532014,-17.5122,146.0322,Johnstone River,Cassowary Coast Regional,Rain Gauge / Water Level
Ross River Dam Alert,532020,-19.41,146.7372,Ross River,Townsville City,Rain Gauge / Water Level / Reservoir
Mcavoy Bridge Alert,532023,-17.5047,145.9928,Johnstone River,Cassowary Coast Regional,Rain Gauge / Water Level
Mourilyan Harbour Alert,532024,-17.5994,146.125,Johnstone River,Cassowary Coast Regional,Water Level / Tide Gauge
Mourilyan Mill Alert,532025,-17.5806,146.0297,Johnstone River,Cassowary Coast Regional,Rain Gauge / Water Level
Paradise Lagoon Alert,532026,-18.9794,146.2711,Herbert River,Townsville City,Rain Gauge
Gairloch Alert,532027,-18.6178,146.1836,Herbert River,Hinchinbrook Shire,Rain Gauge / Water Level
Abergowrie Bridge Alert,532028,-18.5144,146.0006,Herbert River,Hinchinbrook Shire,Rain Gauge / Water Level
Aplin Weir Alert,532029,-19.3039,146.7803,Ross River,Townsville City,Rain Gauge / Water Level
Black Weir Alert,532030,-19.3164,146.735,Ross River,Townsville City,Rain Gauge / Water Level
Townsville Airport Alert,532031,-19.2483,146.7661,Ross River,Townsville City,Rain Gauge
Louisa Creek Alert,532032,-19.2722,146.7544,Ross River,Townsville City,Rain Gauge / Water Level
Alligator Creek Alert,532034,-19.3869,146.9578,Haughton River,Townsville City,Rain Gauge / Water Level
Stuart Creek Alert,532035,-19.3219,146.8375,Ross River,Townsville City,Rain Gauge / Water Level
Stuart Alert,532036,-19.3469,146.8511,Ross River,Townsville City,Rain Gauge
Gleesons Mill Alert,532040,-19.4347,146.7039,Ross River,Townsville City,Rain Gauge
The Pinnacles Alert,532041,-19.385,146.6831,Ross River,Townsville City,Rain Gauge
Mt Margaret Alert,532042,-19.35,146.6042,Ross River,Townsville City,Rain Gauge
Bohle River Alert,532043,-19.3181,146.7028,Ross River,Townsville City,Rain Gauge / Water Level
Little Bohle River Alert,532044,-19.3258,146.6767,Ross River,Townsville City,Rain Gauge / Water Level
Upper Black River Alert,532045,-19.3422,146.5017,Herbert River,Townsville City,Rain Gauge
Black River Alert,532046,-19.2375,146.6328,Herbert River,Townsville City,Rain Gauge / Water Level
Upper Bluewater Alert,532047,-19.2386,146.4531,Herbert River,Townsville City,Rain Gauge
Bluewater Alert,532048,-19.1833,146.5469,Herbert River,Townsville City,Rain Gauge / Water Level
Paluma Alert,532049,-19.01,146.2156,Herbert River,Townsville City,Rain Gauge / Repeater
Mt Bohle Alert,532053,-19.2669,146.7044,Ross River,Townsville City,Rain Gauge / Water Level
Deeragun Alert,532054,-19.2797,146.6486,Ross River,Townsville City,Rain Gauge
Jarra Creek Alert,532056,-17.8831,145.8428,Tully River,Cassowary Coast Regional,Rain Gauge
Tully Alert,532057,-17.9353,145.9231,Tully River,Cassowary Coast Regional,Rain Gauge
Davidson Creek Alert,532058,-17.9608,145.7539,Tully River,Cassowary Coast Regional,Rain Gauge
Euramo Alert,532059,-17.9922,145.9425,Tully River,Cassowary Coast Regional,Rain Gauge / Water Level / Repeater
Murray Flats Alert,532060,-18.0297,145.9242,Murray River (Qld),Cassowary Coast Regional,Rain Gauge / Water Level
Upper Murray Alert,532061,-18.1069,145.8053,Murray River (Qld),Cassowary Coast Regional,Rain Gauge / Water Level
Bilyana Alert,532062,-18.1181,145.8772,Murray River (Qld),Cassowary Coast Regional,Rain Gauge / Repeater
Paluma Dam Alert,532063,-18.9536,146.1469,Burdekin River,Townsville City,Rain Gauge / Water Level / Reservoir
Bulgun Creek Alert,532064,-17.8678,145.9247,Tully River,Cassowary Coast Regional,Rain Gauge
Meunga Creek Alert,532065,-18.2817,145.8786,Murray River (Qld),Cassowary Coast Regional,Rain Gauge
Trebonne Al,532067,-18.6181,146.0842,Herbert River,Hinchinbrook Shire,Rain Gauge / Water Level
South Mission Beach Alert,532074,-17.9506,146.0861,Tully River,Cassowary Coast Regional,Rain Gauge / Repeater
Castle Hill Alert,532075,-19.2586,146.8031,Ross River,Townsville City,Rain Gauge / Repeater
South Townsville Alert,532077,-19.2633,146.825,Ross River,Townsville City,Rain Gauge
Pallarenda Alert,532079,-19.2042,146.7708,Ross River,Townsville City,Rain Gauge
Bushland Beach Al,532082,-19.1936,146.6808,Ross River,Townsville City,Rain Gauge
Toolakea Alert,532083,-19.1464,146.5803,Black River,Townsville City,Rain Gauge
Toomulla Alert,532084,-19.0756,146.4694,Black River,Townsville City,Rain Gauge
Cardwell Gap Alert,532087,-18.5422,146.1844,Herbert River,Hinchinbrook Shire,Rain Gauge
Rooney's Bridge Alert,532088,-19.285,146.8153,Ross River,Townsville City,Rain Gauge / Water Level
Dalrymple Road Alert,532089,-19.2919,146.7108,Ross River,Townsville City,Rain Gauge / Water Level
Whites Creek Al,532090,-19.3778,146.9242,Haughton River,Townsville City,Rain Gauge / Water Level
Rollingstone Al,532091,-19.0514,146.3944,Black River,Townsville City,Rain Gauge / Water Level
Saunders Ck Alert,532105,-19.2517,146.6836,Ross River,Townsville City,Rain Gauge / Water Level
Annandale Alert,532108,-19.3128,146.7864,Ross River,Townsville City,Rain Gauge / Water Level
Gordon Creek Alert,532109,-19.3139,146.8094,Ross River,Townsville City,Rain Gauge / Water Level
Stony Creek Alert,532110,-19.2486,146.6658,Ross River,Townsville City,Rain Gauge / Water Level
Cardwell Tide  Alert,532113,-18.2633,146.0258,Murray River (Qld),Cassowary Coast Regional,Rain Gauge / Water Level / Tide
Clump Point Tide Alert,532114,-17.8503,146.1061,Tully River,Cassowary Coast Regional,Rain Gauge / Water Level / Tide
Garradunga  Alert,532115,-17.4606,145.9922,Johnstone River,Cassowary Coast Regional,Rain Gauge
Japoonvale Alert,532116,-17.7147,145.9056,Johnstone River,Cassowary Coast Regional,Rain Gauge / Water Level
Waugh Culvert Tm,532117,-17.4368,145.9437,Mulgrave-Russell Rivers,Cairns Regional,Rain Gauge / Water Level
Kirrama Range Alert,532126,-18.2086,145.7953,Murray River (Qld),Cassowary Coast Regional,Rain Gauge
Clarke River Tm,532135,-19.213,145.4408,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Apjohn Street Horseshoe Bay Tm,532136,-19.1247,146.8493,Ross River,Townsville City,Rain Gauge
Bohle River Kelso Tm,532137,-19.3976,146.7008,Ross River,Townsville City,Water Level
Chisholm Trail Oak Valley Tm,532138,-19.388,146.8094,Ross River,Townsville City,Rain Gauge
Mill Rd Black River Tm,532139,-19.2474,146.5738,Black River,Townsville City,Rain Gauge
Upper Alligator Creek Tm,532140,-19.4356,146.9539,Haughton River,Townsville City,Rain Gauge
Wallaman Escarpment Tm,532145,-18.648,145.8745,Herbert River,Hinchinbrook Shire,Rain Gauge
Yammanie Minnamoolka TM,532146,-18.298,145.2726,Herbert River,Tablelands Regional,Rain Gauge
Kataughal Rd (Black River) Tm,532150,-19.281667,146.592229,Black River,Townsville City,Rain Gauge / Water Level
Lava Plains Rd Tm,532152,-18.49,144.7976,Burdekin River,Charters Towers Regional,Rain Gauge
Redbank Creek Tm,532153,-18.769,145.4051,Burdekin River,Charters Towers Regional,Rain Gauge
Pace Rd Rollingstone Tm,532154,-19.0688,146.3858,Black River,Townsville City,Rain Gauge
Running River (Hidden Valley) Tm,532155,-18.9803,146.0248,Burdekin River,Charters Towers Regional,Rain Gauge
Wairuna Rd Tm,532156,-18.4785,145.2966,Burdekin River,Charters Towers Regional,Rain Gauge
Brabons Alert,533007,-19.4772,146.6314,Ross River,Townsville City,Rain Gauge
Jacks Creek Alert,533015,-20.7525,147.8819,Burdekin River,Whitsunday Regional,Rain Gauge / Water Level
Woodlands Alert,533022,-19.4844,146.7694,Ross River,Townsville City,Rain Gauge
Plevna Alert,533035,-21.2997,148.5444,Pioneer River,Mackay Regional,Rain Gauge
Dow's Creek Alert,533036,-21.1092,148.7839,Pioneer River,Mackay Regional,Rain Gauge
Clarke Range Alert,533037,-21.0794,148.5442,Pioneer River,Mackay Regional,Rain Gauge / Repeater
Ridgelands Alert,533038,-21.2361,148.5503,Pioneer River,Mackay Regional,Rain Gauge
Eungella Alert,533039,-21.1317,148.4931,Pioneer River,Mackay Regional,Rain Gauge
Teemburra Dam Alert,533041,-21.2175,148.665,Pioneer River,Mackay Regional,Rain Gauge / Water Level / Reservoir
Nettlefield Alert,533043,-19.5822,146.6953,Ross River,Townsville City,Rain Gauge
Mcdonalds Alert,533044,-19.5472,146.8489,Ross River,Townsville City,Rain Gauge
Cormacks Alert,533045,-19.4392,146.8464,Ross River,Townsville City,Rain Gauge
Groper Creek Alert,533049,-19.6917,147.5317,Burdekin River,Burdekin Shire,Rain Gauge / Water Level
Mingela Alert,533050,-19.8789,146.6322,Burdekin River,Charters Towers Regional,Rain Gauge / Repeater
Giru Alert,533051,-19.5126,147.1115,Haughton River,Burdekin Shire,Rain Gauge / Water Level
Cameron Hill Alert,533052,-19.7439,146.8592,Haughton River,Townsville City,Rain Gauge / Repeater
Upper Reid Alert,533053,-19.7303,146.6689,Haughton River,Charters Towers Regional,Rain Gauge
Donnington Airpark Alert,533054,-19.6017,146.8403,Haughton River,Townsville City,Rain Gauge
Mt Piccaninny Alert,533055,-19.7733,146.9597,Haughton River,Burdekin Shire,Rain Gauge / Water Level
Powerline Alert,533056,-19.6331,147.1103,Haughton River,Burdekin Shire,Rain Gauge / Water Level
Rita Island Alert,533057,-19.6294,147.4817,Burdekin River,Burdekin Shire,Rain Gauge / Water Level
Finch Hatton Alert,533059,-21.1328,148.6492,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Hospital Bridge Alert,533060,-21.1444,149.1544,Pioneer River,Mackay Regional,Rain Gauge / Water Level / Repeater
Hurricane Cliff Al,533068,-20.0944,147.7097,Don River,Whitsunday Regional,Rain Gauge / Repeater
Calcium Alert,533070,-19.655,146.7994,Haughton River,Townsville City,Rain Gauge
Upper Major Creek Alert,533071,-19.5817,146.9381,Haughton River,Townsville City,Rain Gauge
Major Creek Alert,533072,-19.6689,147.025,Haughton River,Townsville City,Rain Gauge / Water Level
Four Mile Alert,533073,-19.8647,146.7831,Haughton River,Charters Towers Regional,Rain Gauge
Upper Barrattas Alert,533074,-19.885,147.0333,Haughton River,Burdekin Shire,Rain Gauge
Sellheim Alert,533075,-20.0061,146.4392,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Ravenswood Alert,533076,-20.1011,146.9069,Burdekin River,Charters Towers Regional,Rain Gauge
Eton Vale Alert,533077,-20.2933,147.6647,Burdekin River,Whitsunday Regional,Rain Gauge
Upper Bogie Alert,533078,-20.4411,147.9953,Burdekin River,Whitsunday Regional,Rain Gauge
Sutherland Alert,533079,-20.71486,148.15034,Burdekin River,Whitsunday Regional,Rain Gauge
The Stonewall Alert,533080,-20.8247,148.0408,Burdekin River,Whitsunday Regional,Rain Gauge / Repeater
Weetalaba Alert,533081,-21.0428,147.9417,Burdekin River,Whitsunday Regional,Rain Gauge
Blenheim Alert,533082,-21.1006,148.2169,Burdekin River,Isaac Regional,Rain Gauge
Eungella Dam Alert,533083,-21.1403,148.3653,Burdekin River,Mackay Regional,Rain Gauge
Clarke Range2 Alert,533084,-21.0794,148.5442,Pioneer River,Mackay Regional,Rain Gauge / Repeater
Koonandah TM,533106,-20.0064,148.1289,Don River,Whitsunday Regional,Rain Gauge / Water Level
Cungulla  Alert,533108,-19.3967,147.1072,Haughton River,Townsville City,Rain Gauge
Mt Kelly Alert,533109,-19.6619,147.3128,Burdekin River,Burdekin Shire,Rain Gauge / Repeater
Expedition Pass Alert,533114,-20.1833,147.165,Burdekin River,Burdekin Shire,Rain Gauge
Landers Creek Alert,533115,-19.9972,147.1056,Burdekin River,Burdekin Shire,Rain Gauge
East Barrattas Alert,533116,-19.5728,147.2233,Haughton River,Burdekin Shire,Rain Gauge / Water Level
Brandon Alert,533117,-19.5558,147.3681,Haughton River,Burdekin Shire,Rain Gauge / Water Level
Ayr Alert,533118,-19.5864,147.3975,Haughton River,Burdekin Shire,Rain Gauge / Water Level
Mt Pinnacle Alert,533121,-21.1586,148.655,Pioneer River,Mackay Regional,Rain Gauge / Repeater
Marian Weir Alert,533145,-21.1392,148.9358,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Bowen Wtp Alert,533166,-20.3539,148.4492,Proserpine River,Whitsunday Regional,Rain Gauge / Water Level
Cannonvale Alert,533167,-20.281459,148.684671,Proserpine River,Whitsunday Regional,Rain Gauge
Dingo Beach Alert,533168,-20.0997,148.4919,Proserpine River,Whitsunday Regional,Rain Gauge
Dittmer Alert,533169,-20.4267,148.4758,Proserpine River,Whitsunday Regional,Rain Gauge
Jubilee Pocket Alert,533170,-20.2803,148.7456,Proserpine River,Whitsunday Regional,Rain Gauge
Lower Gregory Alert,533171,-20.3006,148.5483,Proserpine River,Whitsunday Regional,Rain Gauge / Water Level
Peter Faust Dam Hw Alert,533172,-20.3667,148.3822,Proserpine River,Whitsunday Regional,Rain Gauge / Water Level
Preston Alert,533173,-20.4042,148.6681,Proserpine River,Whitsunday Regional,Rain Gauge
Proserpine Alert,533174,-20.4017,148.5847,Proserpine River,Whitsunday Regional,Rain Gauge
Strathdickie Alert,533175,-20.3264,148.5861,Proserpine River,Whitsunday Regional,Rain Gauge / Repeater
Finch Hatton Dam (Gorge Road) Alert,533176,-21.1119,148.6353,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Mattie O'Neill Br Alert,533177,-21.1569,148.7322,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Mirani Township Alert,533178,-21.1606,148.8597,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Netherdale Alert,533179,-21.1383,148.5286,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Seninis Rd Alert,533180,-21.14,148.5903,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Upper Finch Hatton Alert,533181,-21.09,148.6353,Pioneer River,Mackay Regional,Rain Gauge
Finch Hatton Showgrounds Alert,533186,-21.1379,148.6344,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Black Mountain (Farleigh) Alert,533200,-21.0642,149.0955,O`Connell River,Mackay Regional,Rain Gauge / Repeater
Mt Pleasant (Baxter Dv) Alert,533204,-21.1115,149.1574,Pioneer River,Mackay Regional,Rain Gauge / Water Level
Battery Creek Tm,533210,-19.4375,145.8611,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Sarina (Maguire Rd) Alert,533211,-21.4938,149.1249,Plane Creek,Mackay Regional,Rain Gauge
West Plane (Creek Rd) Alert,533212,-21.4697,149.1433,Plane Creek,Mackay Regional,Rain Gauge / Water Level
East Funnel Creek TM,533215,-21.5458,149.1099,Fitzroy River (Qld),Mackay Regional,Rain Gauge / Water Level
Station Ck Crossing (Koumala) TM,533216,-21.6006,149.2395,Plane Creek,Mackay Regional,Water Level
Alligator Creek Road Tm,533218,-19.4035,146.946,Haughton River,Townsville City,Rain Gauge / Water Level
